"state","scenario","year_offset","net_stock_Tg"
"TN","managed (intensive)",30,313.765
"TN","managed (intensive)",40,313.187
"TN","managed (intensive)",50,311.553
"TN","managed (intensive)",60,308.021
"TN","managed (intensive)",70,304.602
"TN","managed (intensive)",80,300.218
"TN","managed (intensive)",90,298.618
"TN","managed (intensive)",100,294.932
"TX","managed (intensive)",0,247.43
"TX","managed (intensive)",10,296.069
"TX","managed (intensive)",20,310.313
"TX","managed (intensive)",30,313.907
"TX","managed (intensive)",40,313.218
"TX","managed (intensive)",50,305.383
"TX","managed (intensive)",60,294.917
"TX","managed (intensive)",70,284.207
"TX","managed (intensive)",80,274.258
"TX","managed (intensive)",90,265.725
"TX","managed (intensive)",100,260.21
"UT","managed (intensive)",0,89.586
"UT","managed (intensive)",10,95.297
"UT","managed (intensive)",20,96.909
"UT","managed (intensive)",30,97.167
"UT","managed (intensive)",40,97.079
"UT","managed (intensive)",50,96.356
"UT","managed (intensive)",60,95.423
"UT","managed (intensive)",70,93.853
"UT","managed (intensive)",80,92.063
"UT","managed (intensive)",90,90.012
"UT","managed (intensive)",100,87.912
"VA","managed (intensive)",0,305.074
"VA","managed (intensive)",10,347.258
"VA","managed (intensive)",20,349.719
"VA","managed (intensive)",30,342.516
"VA","managed (intensive)",40,331.969
"VA","managed (intensive)",50,315.58
"VA","managed (intensive)",60,298.16
"VA","managed (intensive)",70,283.507
"VA","managed (intensive)",80,269.886
"VA","managed (intensive)",90,257.603
"VA","managed (intensive)",100,246.671
"VT","managed (intensive)",0,124.82
"VT","managed (intensive)",10,137.808
"VT","managed (intensive)",20,136.632
"VT","managed (intensive)",30,134.4
"VT","managed (intensive)",40,132.21
"VT","managed (intensive)",50,130.259
"VT","managed (intensive)",60,128.078
"VT","managed (intensive)",70,125.647
"VT","managed (intensive)",80,122.914
"VT","managed (intensive)",90,120.553
"VT","managed (intensive)",100,117.754
"WA","managed (intensive)",0,631.334
"WA","managed (intensive)",10,685.392
"WA","managed (intensive)",20,716.477
"WA","managed (intensive)",30,732.169
"WA","managed (intensive)",40,739.162
"WA","managed (intensive)",50,737.193
"WA","managed (intensive)",60,728.155
"WA","managed (intensive)",70,713.77
"WA","managed (intensive)",80,692.568
"WA","managed (intensive)",90,671.255
"WA","managed (intensive)",100,645.732
"WI","managed (intensive)",0,322.69
"WI","managed (intensive)",10,356.386
"WI","managed (intensive)",20,353.432
"WI","managed (intensive)",30,346.381
"WI","managed (intensive)",40,340.487
"WI","managed (intensive)",50,334.11
"WI","managed (intensive)",60,328.637
"WI","managed (intensive)",70,321.065
"WI","managed (intensive)",80,313.499
"WI","managed (intensive)",90,305.695
"WI","managed (intensive)",100,297.925
"WV","managed (intensive)",0,236.073
"WV","managed (intensive)",10,253.174
"WV","managed (intensive)",20,248.181
"WV","managed (intensive)",30,240.156
"WV","managed (intensive)",40,232.069
"WV","managed (intensive)",50,223.46
"WV","managed (intensive)",60,213.888
"WV","managed (intensive)",70,203.573
"WV","managed (intensive)",80,193.345
"WV","managed (intensive)",90,183.38
"WV","managed (intensive)",100,173.229
"WY","managed (intensive)",0,125.612
"WY","managed (intensive)",10,134.176
"WY","managed (intensive)",20,137.768
"WY","managed (intensive)",30,139.627
"WY","managed (intensive)",40,140.499
"WY","managed (intensive)",50,140.146
"WY","managed (intensive)",60,139.127
"WY","managed (intensive)",70,137.175
"WY","managed (intensive)",80,134.712
"WY","managed (intensive)",90,131.643
"WY","managed (intensive)",100,128.369
"AL","managed (conservation)",0,353.408
"AL","managed (conservation)",10,448.581
"AL","managed (conservation)",20,506.948
"AL","managed (conservation)",30,542.117
"AL","managed (conservation)",40,558.782
"AL","managed (conservation)",50,564.514
"AL","managed (conservation)",60,565.851
"AL","managed (conservation)",70,567.506
"AL","managed (conservation)",80,570.954
"AL","managed (conservation)",90,568.012
"AL","managed (conservation)",100,561.765
"AR","managed (conservation)",0,333.03
"AR","managed (conservation)",10,387.172
"AR","managed (conservation)",20,421.878
"AR","managed (conservation)",30,445.083
"AR","managed (conservation)",40,459.276
"AR","managed (conservation)",50,468.447
"AR","managed (conservation)",60,471.408
"AR","managed (conservation)",70,471.073
"AR","managed (conservation)",80,467.744
"AR","managed (conservation)",90,463.915
"AR","managed (conservation)",100,455.901
"AZ","managed (conservation)",0,100.782
"AZ","managed (conservation)",10,105.653
"AZ","managed (conservation)",20,109.1
"AZ","managed (conservation)",30,111.733
"AZ","managed (conservation)",40,113.494
"AZ","managed (conservation)",50,114.571
"AZ","managed (conservation)",60,115.047
"AZ","managed (conservation)",70,114.998
"AZ","managed (conservation)",80,114.354
"AZ","managed (conservation)",90,113.296
"AZ","managed (conservation)",100,111.977
"CA","managed (conservation)",0,525.415
"CA","managed (conservation)",10,564.019
"CA","managed (conservation)",20,593.978
"CA","managed (conservation)",30,619.671
"CA","managed (conservation)",40,640.385
"CA","managed (conservation)",50,657.435
"CA","managed (conservation)",60,671.216
"CA","managed (conservation)",70,681.423
"CA","managed (conservation)",80,690.066
"CA","managed (conservation)",90,694.94
"CA","managed (conservation)",100,698.301
"CO","managed (conservation)",0,241.696
"CO","managed (conservation)",10,256.87
"CO","managed (conservation)",20,267.26
"CO","managed (conservation)",30,277.464
"CO","managed (conservation)",40,286.748
"CO","managed (conservation)",50,294.401
"CO","managed (conservation)",60,300.974
"CO","managed (conservation)",70,306.679
"CO","managed (conservation)",80,311.51
"CO","managed (conservation)",90,315.743
"CO","managed (conservation)",100,318.919
"CT","managed (conservation)",0,27.85
"CT","managed (conservation)",10,29.169
"CT","managed (conservation)",20,29.87
"CT","managed (conservation)",30,30.413
"CT","managed (conservation)",40,30.688
"CT","managed (conservation)",50,30.783
"CT","managed (conservation)",60,30.799
"CT","managed (conservation)",70,30.544
"CT","managed (conservation)",80,30.263
"CT","managed (conservation)",90,29.962
"CT","managed (conservation)",100,29.489
"DE","managed (conservation)",0,13.337
"DE","managed (conservation)",10,14.29
"DE","managed (conservation)",20,13.946
"DE","managed (conservation)",30,14.098
"DE","managed (conservation)",40,14.485
"DE","managed (conservation)",50,15.329
"DE","managed (conservation)",60,15.205
"DE","managed (conservation)",70,15.295
"DE","managed (conservation)",80,14.526
"DE","managed (conservation)",90,14.748
"DE","managed (conservation)",100,14.515
"FL","managed (conservation)",0,165.378
"FL","managed (conservation)",10,190.068
"FL","managed (conservation)",20,199.935
"FL","managed (conservation)",30,200.023
"FL","managed (conservation)",40,192.397
"FL","managed (conservation)",50,182.003
"FL","managed (conservation)",60,171.811
"FL","managed (conservation)",70,162.204
"FL","managed (conservation)",80,153.64
"FL","managed (conservation)",90,146.556
"FL","managed (conservation)",100,138.09
"GA","managed (conservation)",0,266.527
"GA","managed (conservation)",10,321.356
"GA","managed (conservation)",20,350.873
"GA","managed (conservation)",30,363.18
"GA","managed (conservation)",40,363.077
"GA","managed (conservation)",50,355.477
"GA","managed (conservation)",60,343.494
"GA","managed (conservation)",70,330.45
"GA","managed (conservation)",80,317.73
"GA","managed (conservation)",90,301.915
"GA","managed (conservation)",100,283.855
"IA","managed (conservation)",0,39.798
"IA","managed (conservation)",10,42.372
"IA","managed (conservation)",20,43.414
"IA","managed (conservation)",30,44.079
"IA","managed (conservation)",40,44.861
"IA","managed (conservation)",50,45.072
"IA","managed (conservation)",60,45.308
"IA","managed (conservation)",70,45.146
"IA","managed (conservation)",80,44.447
"IA","managed (conservation)",90,43.47
"IA","managed (conservation)",100,42.952
"ID","managed (conservation)",0,299.187
"ID","managed (conservation)",10,324.822
"ID","managed (conservation)",20,344.544
"ID","managed (conservation)",30,360.587
"ID","managed (conservation)",40,372.963
"ID","managed (conservation)",50,382.258
"ID","managed (conservation)",60,387.979
"ID","managed (conservation)",70,391.442
"ID","managed (conservation)",80,392.187
"ID","managed (conservation)",90,390.995
"ID","managed (conservation)",100,387.901
"IL","managed (conservation)",0,82.199
"IL","managed (conservation)",10,87.957
"IL","managed (conservation)",20,91.019
"IL","managed (conservation)",30,93.602
"IL","managed (conservation)",40,96.099
"IL","managed (conservation)",50,97.749
"IL","managed (conservation)",60,98.542
"IL","managed (conservation)",70,99.084
"IL","managed (conservation)",80,99.273
"IL","managed (conservation)",90,98.88
"IL","managed (conservation)",100,98.471
"IN","managed (conservation)",0,110.811
"IN","managed (conservation)",10,121.106
"IN","managed (conservation)",20,127.52
"IN","managed (conservation)",30,132.16
"IN","managed (conservation)",40,134.996
"IN","managed (conservation)",50,137.32
"IN","managed (conservation)",60,138.429
"IN","managed (conservation)",70,137.989
"IN","managed (conservation)",80,136.682
"IN","managed (conservation)",90,134.901
"IN","managed (conservation)",100,131.519
"KS","managed (conservation)",0,10.974
"KS","managed (conservation)",10,11.861
"KS","managed (conservation)",20,12.295
"KS","managed (conservation)",30,12.841
"KS","managed (conservation)",40,12.991
"KS","managed (conservation)",50,13.341
"KS","managed (conservation)",60,13.476
"KS","managed (conservation)",70,13.48
"KS","managed (conservation)",80,13.651
"KS","managed (conservation)",90,13.553
"KS","managed (conservation)",100,13.311
"KY","managed (conservation)",0,265.042
"KY","managed (conservation)",10,292.777
"KY","managed (conservation)",20,308.955
"KY","managed (conservation)",30,320.418
"KY","managed (conservation)",40,326.89
"KY","managed (conservation)",50,330.857
"KY","managed (conservation)",60,331.308
"KY","managed (conservation)",70,328.288
"KY","managed (conservation)",80,323.363
"KY","managed (conservation)",90,316.162
"KY","managed (conservation)",100,305.823
"LA","managed (conservation)",0,217.564
"LA","managed (conservation)",10,270.438
"LA","managed (conservation)",20,307.213
"LA","managed (conservation)",30,329.894
"LA","managed (conservation)",40,345.74
"LA","managed (conservation)",50,355.408
"LA","managed (conservation)",60,357.791
"LA","managed (conservation)",70,358.014
"LA","managed (conservation)",80,356.025
"LA","managed (conservation)",90,351.172
"LA","managed (conservation)",100,341.474
"MA","managed (conservation)",0,52.864
"MA","managed (conservation)",10,57.106
"MA","managed (conservation)",20,59.868
"MA","managed (conservation)",30,62.998
"MA","managed (conservation)",40,65.4
"MA","managed (conservation)",50,67.581
"MA","managed (conservation)",60,69.824
"MA","managed (conservation)",70,71.43
"MA","managed (conservation)",80,72.892
"MA","managed (conservation)",90,74.202
"MA","managed (conservation)",100,75.406
"MD","managed (conservation)",0,44.108
"MD","managed (conservation)",10,47.981
"MD","managed (conservation)",20,50.062
"MD","managed (conservation)",30,50.132
"MD","managed (conservation)",40,50.654
"MD","managed (conservation)",50,50.944
"MD","managed (conservation)",60,50.349
"MD","managed (conservation)",70,49.1
"MD","managed (conservation)",80,48.011
"MD","managed (conservation)",90,46.833
"MD","managed (conservation)",100,44.024
"ME","managed (conservation)",0,271.884
"ME","managed (conservation)",10,303.258
"ME","managed (conservation)",20,318.785
"ME","managed (conservation)",30,330.624
"ME","managed (conservation)",40,333.131
"ME","managed (conservation)",50,331.533
"ME","managed (conservation)",60,327.247
"ME","managed (conservation)",70,320.262
"ME","managed (conservation)",80,309.967
"ME","managed (conservation)",90,298.298
"ME","managed (conservation)",100,283.702
"MI","managed (conservation)",0,327.261
"MI","managed (conservation)",10,362.184
"MI","managed (conservation)",20,383.872
"MI","managed (conservation)",30,404.779
"MI","managed (conservation)",40,422.066
"MI","managed (conservation)",50,437.061
"MI","managed (conservation)",60,448.469
"MI","managed (conservation)",70,457.297
"MI","managed (conservation)",80,463.873
"MI","managed (conservation)",90,466.654
"MI","managed (conservation)",100,469.341
"MN","managed (conservation)",0,220.244
"MN","managed (conservation)",10,243.319
"MN","managed (conservation)",20,257.099
"MN","managed (conservation)",30,269.215
"MN","managed (conservation)",40,277.986
"MN","managed (conservation)",50,283.925
"MN","managed (conservation)",60,288.182
"MN","managed (conservation)",70,290.193
"MN","managed (conservation)",80,291.129
"MN","managed (conservation)",90,291.088
"MN","managed (conservation)",100,289.931
"MO","managed (conservation)",0,350.802
"MO","managed (conservation)",10,372.995
"MO","managed (conservation)",20,384.098
"MO","managed (conservation)",30,390.918
"MO","managed (conservation)",40,395.438
"MO","managed (conservation)",50,398.16
"MO","managed (conservation)",60,397.99
"MO","managed (conservation)",70,394.688
"MO","managed (conservation)",80,389.815
"MO","managed (conservation)",90,383.76
"MO","managed (conservation)",100,375.72
"MS","managed (conservation)",0,285.933
"MS","managed (conservation)",10,370.481
"MS","managed (conservation)",20,426.376
"MS","managed (conservation)",30,458.2
"MS","managed (conservation)",40,472.926
"MS","managed (conservation)",50,474.527
"MS","managed (conservation)",60,469.45
"MS","managed (conservation)",70,459.416
"MS","managed (conservation)",80,448.195
"MS","managed (conservation)",90,432.72
"MS","managed (conservation)",100,412.607
"MT","managed (conservation)",0,343.303
"MT","managed (conservation)",10,366.638
"MT","managed (conservation)",20,383.119
"MT","managed (conservation)",30,398.297
"MT","managed (conservation)",40,410.412
"MT","managed (conservation)",50,421.243
"MT","managed (conservation)",60,429.488
"MT","managed (conservation)",70,435.228
"MT","managed (conservation)",80,439.879
"MT","managed (conservation)",90,442.781
"MT","managed (conservation)",100,444.035
"NC","managed (conservation)",0,288.446
"NC","managed (conservation)",10,338.555
"NC","managed (conservation)",20,368.34
"NC","managed (conservation)",30,390.136
"NC","managed (conservation)",40,401.139
"NC","managed (conservation)",50,406.138
"NC","managed (conservation)",60,405.518
"NC","managed (conservation)",70,399.095
"NC","managed (conservation)",80,395.218
"NC","managed (conservation)",90,389.778
"NC","managed (conservation)",100,382.597
"ND","managed (conservation)",0,5.624
"ND","managed (conservation)",10,6.106
"ND","managed (conservation)",20,6.247
"ND","managed (conservation)",30,6.58
"ND","managed (conservation)",40,6.887
"ND","managed (conservation)",50,6.901
"ND","managed (conservation)",60,7.131
"ND","managed (conservation)",70,7.342
"ND","managed (conservation)",80,7.228
"ND","managed (conservation)",90,7.345
"ND","managed (conservation)",100,7.475
"NE","managed (conservation)",0,10.24
"NE","managed (conservation)",10,10.713
"NE","managed (conservation)",20,10.903
"NE","managed (conservation)",30,11.027
"NE","managed (conservation)",40,10.991
"NE","managed (conservation)",50,10.891
"NE","managed (conservation)",60,10.765
"NE","managed (conservation)",70,10.621
"NE","managed (conservation)",80,10.43
"NE","managed (conservation)",90,10.183
"NE","managed (conservation)",100,10.015
"NH","managed (conservation)",0,111.713
"NH","managed (conservation)",10,120.642
"NH","managed (conservation)",20,125.967
"NH","managed (conservation)",30,130.31
"NH","managed (conservation)",40,133.994
"NH","managed (conservation)",50,136.807
"NH","managed (conservation)",60,138.119
"NH","managed (conservation)",70,138.33
"NH","managed (conservation)",80,138.879
"NH","managed (conservation)",90,138.762
"NH","managed (conservation)",100,137.647
"NJ","managed (conservation)",0,41.424
"NJ","managed (conservation)",10,44.647
"NJ","managed (conservation)",20,46.095
"NJ","managed (conservation)",30,47.758
"NJ","managed (conservation)",40,48.945
"NJ","managed (conservation)",50,49.535
"NJ","managed (conservation)",60,49.695
"NJ","managed (conservation)",70,49.839
"NJ","managed (conservation)",80,48.876
"NJ","managed (conservation)",90,48.282
"NJ","managed (conservation)",100,47.543
"NM","managed (conservation)",0,117.08
"NM","managed (conservation)",10,122.489
"NM","managed (conservation)",20,125.186
"NM","managed (conservation)",30,127.83
"NM","managed (conservation)",40,130.203
"NM","managed (conservation)",50,131.872
"NM","managed (conservation)",60,132.801
"NM","managed (conservation)",70,133.371
"NM","managed (conservation)",80,133.716
"NM","managed (conservation)",90,133.127
"NM","managed (conservation)",100,132.561
"NV","managed (conservation)",0,35.75
"NV","managed (conservation)",10,37.594
"NV","managed (conservation)",20,39.111
"NV","managed (conservation)",30,40.332
"NV","managed (conservation)",40,41.535
"NV","managed (conservation)",50,42.519
"NV","managed (conservation)",60,43.365
"NV","managed (conservation)",70,44.051
"NV","managed (conservation)",80,44.565
"NV","managed (conservation)",90,45.043
"NV","managed (conservation)",100,45.251
"NY","managed (conservation)",0,340.826
"NY","managed (conservation)",10,382.771
"NY","managed (conservation)",20,402.54
"NY","managed (conservation)",30,426.152
"NY","managed (conservation)",40,446.993
"NY","managed (conservation)",50,463.845
"NY","managed (conservation)",60,475.91
"NY","managed (conservation)",70,485.59
"NY","managed (conservation)",80,490.627
"NY","managed (conservation)",90,495.153
"NY","managed (conservation)",100,495.306
"OH","managed (conservation)",0,159.121
"OH","managed (conservation)",10,177.974
"OH","managed (conservation)",20,191.821
"OH","managed (conservation)",30,204.702
"OH","managed (conservation)",40,216.012
"OH","managed (conservation)",50,226.946
"OH","managed (conservation)",60,235.705
"OH","managed (conservation)",70,242.842
"OH","managed (conservation)",80,250.893
"OH","managed (conservation)",90,257.126
"OH","managed (conservation)",100,261.854
"OK","managed (conservation)",0,108.113
"OK","managed (conservation)",10,121.281
"OK","managed (conservation)",20,128.748
"OK","managed (conservation)",30,135.983
"OK","managed (conservation)",40,141.635
"OK","managed (conservation)",50,146.223
"OK","managed (conservation)",60,150.178
"OK","managed (conservation)",70,152.712
"OK","managed (conservation)",80,156.24
"OK","managed (conservation)",90,158.839
"OK","managed (conservation)",100,160.689
"OR","managed (conservation)",0,836.686
"OR","managed (conservation)",10,899.517
"OR","managed (conservation)",20,951.289
"OR","managed (conservation)",30,992.733
"OR","managed (conservation)",40,1027.969
"OR","managed (conservation)",50,1055.251
"OR","managed (conservation)",60,1075.968
"OR","managed (conservation)",70,1091.094
"OR","managed (conservation)",80,1100.54
"OR","managed (conservation)",90,1104.097
"OR","managed (conservation)",100,1102.617
"PA","managed (conservation)",0,432.458
"PA","managed (conservation)",10,472.923
"PA","managed (conservation)",20,495.53
"PA","managed (conservation)",30,519.757
"PA","managed (conservation)",40,541.196
"PA","managed (conservation)",50,559.388
"PA","managed (conservation)",60,571.246
"PA","managed (conservation)",70,581.728
"PA","managed (conservation)",80,588.614
"PA","managed (conservation)",90,595.505
"PA","managed (conservation)",100,599.458
"RI","managed (conservation)",0,12.255
"RI","managed (conservation)",10,13.62
"RI","managed (conservation)",20,13.81
"RI","managed (conservation)",30,14.82
"RI","managed (conservation)",40,14.803
"RI","managed (conservation)",50,15.372
"RI","managed (conservation)",60,15.78
"RI","managed (conservation)",70,16.218
"RI","managed (conservation)",80,16.612
"RI","managed (conservation)",90,17.079
"RI","managed (conservation)",100,17.434
"SC","managed (conservation)",0,183.401
"SC","managed (conservation)",10,218.255
"SC","managed (conservation)",20,234.401
"SC","managed (conservation)",30,238.822
"SC","managed (conservation)",40,235.232
"SC","managed (conservation)",50,225.89
"SC","managed (conservation)",60,214.052
"SC","managed (conservation)",70,203.966
"SC","managed (conservation)",80,193.591
"SC","managed (conservation)",90,181.215
"SC","managed (conservation)",100,167.049
"SD","managed (conservation)",0,13.156
"SD","managed (conservation)",10,13.933
"SD","managed (conservation)",20,14.372
"SD","managed (conservation)",30,14.779
"SD","managed (conservation)",40,15.149
"SD","managed (conservation)",50,15.372
"SD","managed (conservation)",60,15.572
"SD","managed (conservation)",70,15.769
"SD","managed (conservation)",80,15.782
"SD","managed (conservation)",90,15.861
"SD","managed (conservation)",100,15.797
"TN","managed (conservation)",0,273.878
"TN","managed (conservation)",10,310.976
"TN","managed (conservation)",20,334.878
"TN","managed (conservation)",30,358.24
"TN","managed (conservation)",40,377.899
"TN","managed (conservation)",50,395.985
"TN","managed (conservation)",60,411.956
"TN","managed (conservation)",70,424.602
"TN","managed (conservation)",80,434.334
"TN","managed (conservation)",90,443.44
"TN","managed (conservation)",100,451.049
"TX","managed (conservation)",0,247.43
"TX","managed (conservation)",10,294.739
"TX","managed (conservation)",20,326.353
"TX","managed (conservation)",30,348.079
"TX","managed (conservation)",40,359.092
"TX","managed (conservation)",50,363.217
"TX","managed (conservation)",60,362.9
"TX","managed (conservation)",70,357.848
"TX","managed (conservation)",80,353.568
"TX","managed (conservation)",90,347.833
"TX","managed (conservation)",100,337.797
"UT","managed (conservation)",0,89.586
"UT","managed (conservation)",10,95.337
"UT","managed (conservation)",20,99.348
"UT","managed (conservation)",30,103.483
"UT","managed (conservation)",40,107.012
"UT","managed (conservation)",50,110.073
"UT","managed (conservation)",60,112.728
"UT","managed (conservation)",70,115.031
"UT","managed (conservation)",80,116.969
"UT","managed (conservation)",90,118.583
"UT","managed (conservation)",100,119.995
"VA","managed (conservation)",0,305.074
"VA","managed (conservation)",10,347.706
"VA","managed (conservation)",20,371.083
"VA","managed (conservation)",30,389.258
"VA","managed (conservation)",40,398.836
"VA","managed (conservation)",50,398.142
"VA","managed (conservation)",60,392.674
"VA","managed (conservation)",70,386.453
"VA","managed (conservation)",80,380.533
"VA","managed (conservation)",90,373.076
"VA","managed (conservation)",100,363.995
"VT","managed (conservation)",0,124.82
"VT","managed (conservation)",10,137.947
"VT","managed (conservation)",20,144.942
"VT","managed (conservation)",30,152.954
"VT","managed (conservation)",40,159.921
"VT","managed (conservation)",50,166.588
"VT","managed (conservation)",60,172.194
"VT","managed (conservation)",70,175.534
"VT","managed (conservation)",80,178.839
"VT","managed (conservation)",90,181.454
"VT","managed (conservation)",100,183.416
"WA","managed (conservation)",0,631.334
"WA","managed (conservation)",10,686.59
"WA","managed (conservation)",20,729.082
"WA","managed (conservation)",30,766.885
"WA","managed (conservation)",40,797.142
"WA","managed (conservation)",50,821.607
"WA","managed (conservation)",60,837.983
"WA","managed (conservation)",70,851.548
"WA","managed (conservation)",80,858.429
"WA","managed (conservation)",90,860.672
"WA","managed (conservation)",100,860.24
"WI","managed (conservation)",0,322.69
"WI","managed (conservation)",10,356.679
"WI","managed (conservation)",20,377.389
"WI","managed (conservation)",30,398.17
"WI","managed (conservation)",40,416.378
"WI","managed (conservation)",50,431.906
"WI","managed (conservation)",60,443.907
"WI","managed (conservation)",70,452.869
"WI","managed (conservation)",80,461.28
"WI","managed (conservation)",90,467.964
"WI","managed (conservation)",100,472.244
"WV","managed (conservation)",0,236.073
"WV","managed (conservation)",10,253.752
"WV","managed (conservation)",20,261.325
"WV","managed (conservation)",30,269.748
"WV","managed (conservation)",40,275.329
"WV","managed (conservation)",50,278.275
"WV","managed (conservation)",60,279.575
"WV","managed (conservation)",70,278.451
"WV","managed (conservation)",80,276.627
"WV","managed (conservation)",90,272.57
"WV","managed (conservation)",100,268.151
"WY","managed (conservation)",0,125.612
"WY","managed (conservation)",10,134.206
"WY","managed (conservation)",20,141.13
"WY","managed (conservation)",30,147.467
"WY","managed (conservation)",40,152.93
"WY","managed (conservation)",50,157.672
"WY","managed (conservation)",60,161.601
"WY","managed (conservation)",70,164.95
"WY","managed (conservation)",80,167.811
"WY","managed (conservation)",90,170.036
"WY","managed (conservation)",100,171.841
