state,scope,cell_key,ft_group,prov_code,owner,response,A,k,p,d,Astar,n_plots
AR,"cell","Elm/ash/cottonwood|8.3.6|NIPF","Elm/ash/cottonwood","8.3.6","NIPF","carbon_lbac",1355807.0983,0.000446,0.90122,0.025678,85,1041
AR,"cell","Elm/ash/cottonwood|8.4.7|Industrial","Elm/ash/cottonwood","8.4.7","Industrial","carbon_lbac",1355807.0983,0.000446,0.90122,0.025678,85,1041
AR,"cell","Loblolly/shortleaf pine|8.4.6|Industrial","Loblolly/shortleaf pine","8.4.6","Industrial","carbon_lbac",35069.3145,0.605485,74.87603,0.021683,35,42
AR,"cell","Oak/gum/cypress|8.4.8|Public-Other","Oak/gum/cypress","8.4.8","Public-Other","carbon_lbac",1868666.777,0.000579,1.00038,0.020387,95,2512
AR,"cell","Oak/hickory|8.5.2|Public-Other","Oak/hickory","8.5.2","Public-Other","carbon_lbac",186654.3872,0.00425,0.87934,0.069902,115,8294
AR,"cell","Elm/ash/cottonwood|8.4.7|State","Elm/ash/cottonwood","8.4.7","State","carbon_lbac",1355807.0983,0.000446,0.90122,0.025678,85,1041
AR,"cell","Elm/ash/cottonwood|8.4.5|Industrial","Elm/ash/cottonwood","8.4.5","Industrial","carbon_lbac",1355807.0983,0.000446,0.90122,0.025678,85,1041
AR,"cell","Other eastern softwoods|8.4.5|Public-Other","Other eastern softwoods","8.4.5","Public-Other","carbon_lbac",1589439.9021,0.000324,0.91433,0.020411,65,261
AR,"cell","Elm/ash/cottonwood|8.4.6|NIPF","Elm/ash/cottonwood","8.4.6","NIPF","carbon_lbac",1355807.0983,0.000446,0.90122,0.025678,85,1041
AR,"cell","Elm/ash/cottonwood|8.3.7|Public-Other","Elm/ash/cottonwood","8.3.7","Public-Other","carbon_lbac",1355807.0983,0.000446,0.90122,0.025678,85,1041
AR,"cell","Other eastern softwoods|8.4.8|Industrial","Other eastern softwoods","8.4.8","Industrial","carbon_lbac",1589439.9021,0.000324,0.91433,0.020411,65,261
AR,"cell","Oak/gum/cypress|8.3.6|NIPF","Oak/gum/cypress","8.3.6","NIPF","carbon_lbac",1868666.777,0.000579,1.00038,0.020387,95,2512
AR,"cell","Oak/gum/cypress|8.4.5|NIPF","Oak/gum/cypress","8.4.5","NIPF","carbon_lbac",1868666.777,0.000579,1.00038,0.020387,95,2512
AR,"cell","Oak/hickory|8.5.2|State","Oak/hickory","8.5.2","State","carbon_lbac",186654.3872,0.00425,0.87934,0.069902,115,8294
AR,"cell","Loblolly/shortleaf pine|8.5.2|Public-Other","Loblolly/shortleaf pine","8.5.2","Public-Other","carbon_lbac",66361.9952,0.047866,1.24731,0,105,5532
AR,"cell","Oak/hickory|8.3.6|State","Oak/hickory","8.3.6","State","carbon_lbac",186654.3872,0.00425,0.87934,0.069902,115,8294
AR,"cell","Oak/hickory|8.3.6|Industrial","Oak/hickory","8.3.6","Industrial","carbon_lbac",186654.3872,0.00425,0.87934,0.069902,115,8294
AR,"cell","Loblolly/shortleaf pine|8.4.5|Industrial","Loblolly/shortleaf pine","8.4.5","Industrial","carbon_lbac",66361.9952,0.047866,1.24731,0,105,5532
AR,"cell","Oak/gum/cypress|8.4.8|State","Oak/gum/cypress","8.4.8","State","carbon_lbac",1868666.777,0.000579,1.00038,0.020387,95,2512
AR,"cell","Loblolly/shortleaf pine|8.4.8|State","Loblolly/shortleaf pine","8.4.8","State","carbon_lbac",66361.9952,0.047866,1.24731,0,105,5532
AR,"cell","Oak/hickory|8.4.7|State","Oak/hickory","8.4.7","State","carbon_lbac",186654.3872,0.00425,0.87934,0.069902,115,8294
AR,"cell","Oak/gum/cypress|8.3.6|Industrial","Oak/gum/cypress","8.3.6","Industrial","carbon_lbac",1868666.777,0.000579,1.00038,0.020387,95,2512
AR,"cell","Oak/hickory|8.3.7|State","Oak/hickory","8.3.7","State","carbon_lbac",186654.3872,0.00425,0.87934,0.069902,115,8294
AR,"cell","Other eastern softwoods|8.4.6|State","Other eastern softwoods","8.4.6","State","carbon_lbac",1589439.9021,0.000324,0.91433,0.020411,65,261
AR,"cell","Oak/gum/cypress|8.4.6|NIPF","Oak/gum/cypress","8.4.6","NIPF","carbon_lbac",1868666.777,0.000579,1.00038,0.020387,95,2512
AR,"cell","Other eastern softwoods|8.4.6|Industrial","Other eastern softwoods","8.4.6","Industrial","carbon_lbac",1589439.9021,0.000324,0.91433,0.020411,65,261
AR,"cell","Oak/gum/cypress|8.4.5|Industrial","Oak/gum/cypress","8.4.5","Industrial","carbon_lbac",1868666.777,0.000579,1.00038,0.020387,95,2512
AR,"cell","Other eastern softwoods|8.4.8|Public-Other","Other eastern softwoods","8.4.8","Public-Other","carbon_lbac",1589439.9021,0.000324,0.91433,0.020411,65,261
AR,"cell","Oak/gum/cypress|8.4.5|Public-Other","Oak/gum/cypress","8.4.5","Public-Other","carbon_lbac",1868666.777,0.000579,1.00038,0.020387,95,2512
AR,"cell","Loblolly/shortleaf pine|8.3.6|NIPF","Loblolly/shortleaf pine","8.3.6","NIPF","carbon_lbac",66361.9952,0.047866,1.24731,0,105,5532
AR,"cell","Elm/ash/cottonwood|8.4.6|Public-Other","Elm/ash/cottonwood","8.4.6","Public-Other","carbon_lbac",1355807.0983,0.000446,0.90122,0.025678,85,1041
AR,"cell","Other eastern softwoods|8.3.7|NIPF","Other eastern softwoods","8.3.7","NIPF","carbon_lbac",1589439.9021,0.000324,0.91433,0.020411,65,261
AZ,"state","AZ",NA,NA,NA,"carbon_lbac",22501.5763,0.057875,22.2095,0.002828,105,9361
AZ,"cell","Pinyon/juniper|10.1.7|NIPF","Pinyon/juniper","10.1.7","NIPF","carbon_lbac",14179.2474,0.005413,0.83935,0,175,1191
AZ,"cell","Fir/spruce/mtn hemlock|13.1.1|Public-Other","Fir/spruce/mtn hemlock","13.1.1","Public-Other","carbon_lbac",82433.5021,0.019207,3.10694,0.001972,195,104
AZ,"cell","Ponderosa pine|13.1.1|Public-Other","Ponderosa pine","13.1.1","Public-Other","carbon_lbac",54415.7324,0.030051,3.24375,0.003035,105,1176
AZ,"cell","Pinyon/juniper|10.1.7|Public-Other","Pinyon/juniper","10.1.7","Public-Other","carbon_lbac",113015.8332,0.000406,0.77397,0.001415,200,1029
AZ,"cell","Pinyon/juniper|13.1.1|Public-Other","Pinyon/juniper","13.1.1","Public-Other","carbon_lbac",22145.8539,0.006856,1.0962,0.000323,200,1954
AZ,"cell","Pinyon/juniper|13.1.1|NIPF","Pinyon/juniper","13.1.1","NIPF","carbon_lbac",12901.6273,0.00988,0.85946,0,195,410
AZ,"cell","Pinyon/juniper|13.1.1|State","Pinyon/juniper","13.1.1","State","carbon_lbac",265000.57,1e-04,0.81901,0.001316,200,136
AZ,"cell","Exotic hardwoods|13.1.1|Public-Other","Exotic hardwoods","13.1.1","Public-Other","carbon_lbac",59126.6901,0.001656,0.56324,0.004217,135,473
AZ,"cell","Douglas-fir|13.1.1|Public-Other","Douglas-fir","13.1.1","Public-Other","carbon_lbac",543715.0848,1e-04,0.47909,0,175,175
AZ,"cell","Exotic hardwoods|12.1.1|Public-Other","Exotic hardwoods","12.1.1","Public-Other","carbon_lbac",14699.7669,0.011319,1.08378,0.013693,200,556
AZ,"cell","Pinyon/juniper|12.1.1|Public-Other","Pinyon/juniper","12.1.1","Public-Other","carbon_lbac",86574.9316,0.000524,0.90903,0.008774,175,208
AZ,"cell","Exotic hardwoods|12.1.1|NIPF","Exotic hardwoods","12.1.1","NIPF","carbon_lbac",477736.0405,0.000156,1.04396,0.009254,195,138
AZ,"cell","Exotic hardwoods|12.1.1|State","Exotic hardwoods","12.1.1","State","carbon_lbac",9191.1123,0.012293,1.61461,0.005884,135,230
AZ,"cell","Pinyon/juniper|10.2.1|Public-Other","Pinyon/juniper","10.2.1","Public-Other","carbon_lbac",1738236.5933,0.000461,1.75805,0.038772,195,88
AZ,"cell","Ponderosa pine|10.1.7|Public-Other","Ponderosa pine","10.1.7","Public-Other","carbon_lbac",51124.9243,0.067372,97.67539,0,200,70
AZ,"cell","Pinyon/juniper|10.1.7|State","Pinyon/juniper","10.1.7","State","carbon_lbac",539150.2708,0.000152,1.05429,0.003467,195,198
AZ,"cell","Pinyon/juniper|10.1.6|Public-Other","Pinyon/juniper","10.1.6","Public-Other","carbon_lbac",11656.3787,0.036441,20.76297,0.00504,200,135
AZ,"cell","Ponderosa pine|13.1.1|NIPF","Ponderosa pine","13.1.1","NIPF","carbon_lbac",30434.4225,0.036456,2.57639,0.000963,115,294
AZ,"cell","Pinyon/juniper|12.1.1|NIPF","Pinyon/juniper","12.1.1","NIPF","carbon_lbac",8473.3221,0.008809,1.32552,0,165,58
AZ,"cell","Exotic hardwoods|10.2.2|Industrial","Exotic hardwoods","10.2.2","Industrial","carbon_lbac",268794.6794,0.000262,0.83766,0.008425,135,1737
AZ,"cell","Exotic hardwoods|10.2.2|NIPF","Exotic hardwoods","10.2.2","NIPF","carbon_lbac",39055.9915,1e-04,0.4281,0,200,61
AZ,"cell","Pinyon/juniper|10.2.1|NIPF","Pinyon/juniper","10.2.1","NIPF","carbon_lbac",18033.6143,0.007357,1.13231,0.000717,200,5621
AZ,"cell","Pinyon/juniper|10.2.2|NIPF","Pinyon/juniper","10.2.2","NIPF","carbon_lbac",18033.6143,0.007357,1.13231,0.000717,200,5621
AZ,"cell","Pinyon/juniper|10.1.6|NIPF","Pinyon/juniper","10.1.6","NIPF","carbon_lbac",273265.8343,1e-04,0.92023,0,175,57
AZ,"cell","Exotic hardwoods|10.2.2|Public-Other","Exotic hardwoods","10.2.2","Public-Other","carbon_lbac",62698727.3101,0.000874,3.56897,0.039353,125,50
AZ,"cell","Exotic hardwoods|10.2.2|State","Exotic hardwoods","10.2.2","State","carbon_lbac",9798.0326,0.017085,1.96835,0.01581,175,74
AZ,"cell","Exotic hardwoods|13.1.1|Industrial","Exotic hardwoods","13.1.1","Industrial","carbon_lbac",268794.6794,0.000262,0.83766,0.008425,135,1737
AZ,"cell","Douglas-fir|12.1.1|Public-Other","Douglas-fir","12.1.1","Public-Other","carbon_lbac",77583.0394,0.018234,1.45572,0,175,225
AZ,"cell","Pinyon/juniper|12.1.1|State","Pinyon/juniper","12.1.1","State","carbon_lbac",18033.6143,0.007357,1.13231,0.000717,200,5621
AZ,"cell","Exotic hardwoods|13.1.1|NIPF","Exotic hardwoods","13.1.1","NIPF","carbon_lbac",17191.3531,0.047354,2.57277,0.004777,75,103
AZ,"cell","Pinyon/juniper|10.2.2|Public-Other","Pinyon/juniper","10.2.2","Public-Other","carbon_lbac",18033.6143,0.007357,1.13231,0.000717,200,5621
AZ,"cell","Exotic hardwoods|10.1.7|Public-Other","Exotic hardwoods","10.1.7","Public-Other","carbon_lbac",268794.6794,0.000262,0.83766,0.008425,135,1737
AZ,"cell","Pinyon/juniper|13.1.1|Industrial","Pinyon/juniper","13.1.1","Industrial","carbon_lbac",11718.4974,0.054572,4.24822,0,175,40
AZ,"cell","Ponderosa pine|13.1.1|State","Ponderosa pine","13.1.1","State","carbon_lbac",43144.5762,0.065721,21.25733,0.005066,200,1556
AZ,"cell","Fir/spruce/mtn hemlock|12.1.1|Public-Other","Fir/spruce/mtn hemlock","12.1.1","Public-Other","carbon_lbac",78505.7366,0.024578,4.68619,0.001364,195,109
AZ,"cell","Ponderosa pine|12.1.1|Public-Other","Ponderosa pine","12.1.1","Public-Other","carbon_lbac",43144.5762,0.065721,21.25733,0.005066,200,1556
AZ,"cell","Pinyon/juniper|10.1.7|Industrial","Pinyon/juniper","10.1.7","Industrial","carbon_lbac",18033.6143,0.007357,1.13231,0.000717,200,5621
AZ,"cell","Douglas-fir|10.1.7|Public-Other","Douglas-fir","10.1.7","Public-Other","carbon_lbac",77583.0394,0.018234,1.45572,0,175,225
AZ,"cell","Fir/spruce/mtn hemlock|13.1.1|NIPF","Fir/spruce/mtn hemlock","13.1.1","NIPF","carbon_lbac",78505.7366,0.024578,4.68619,0.001364,195,109
AZ,"cell","Pinyon/juniper|10.1.6|State","Pinyon/juniper","10.1.6","State","carbon_lbac",18033.6143,0.007357,1.13231,0.000717,200,5621
AZ,"cell","Fir/spruce/mtn hemlock|10.1.7|Public-Other","Fir/spruce/mtn hemlock","10.1.7","Public-Other","carbon_lbac",78505.7366,0.024578,4.68619,0.001364,195,109
AZ,"cell","Pinyon/juniper|10.2.4|State","Pinyon/juniper","10.2.4","State","carbon_lbac",18033.6143,0.007357,1.13231,0.000717,200,5621
AZ,"cell","Ponderosa pine|10.2.1|Public-Other","Ponderosa pine","10.2.1","Public-Other","carbon_lbac",43144.5762,0.065721,21.25733,0.005066,200,1556
AZ,"cell","Exotic hardwoods|10.2.1|Industrial","Exotic hardwoods","10.2.1","Industrial","carbon_lbac",268794.6794,0.000262,0.83766,0.008425,135,1737
AZ,"cell","Pinyon/juniper|10.2.1|State","Pinyon/juniper","10.2.1","State","carbon_lbac",18033.6143,0.007357,1.13231,0.000717,200,5621
AZ,"cell","Douglas-fir|13.1.1|NIPF","Douglas-fir","13.1.1","NIPF","carbon_lbac",77583.0394,0.018234,1.45572,0,175,225
AZ,"cell","Exotic hardwoods|12.1.1|Industrial","Exotic hardwoods","12.1.1","Industrial","carbon_lbac",268794.6794,0.000262,0.83766,0.008425,135,1737
AZ,"cell","Exotic hardwoods|13.1.1|State","Exotic hardwoods","13.1.1","State","carbon_lbac",268794.6794,0.000262,0.83766,0.008425,135,1737
AZ,"cell","Pinyon/juniper|10.2.2|State","Pinyon/juniper","10.2.2","State","carbon_lbac",18033.6143,0.007357,1.13231,0.000717,200,5621
AZ,"cell","Exotic hardwoods|10.2.1|Public-Other","Exotic hardwoods","10.2.1","Public-Other","carbon_lbac",268794.6794,0.000262,0.83766,0.008425,135,1737
AZ,"cell","Exotic hardwoods|10.1.6|NIPF","Exotic hardwoods","10.1.6","NIPF","carbon_lbac",268794.6794,0.000262,0.83766,0.008425,135,1737
AZ,"cell","Exotic hardwoods|10.1.7|NIPF","Exotic hardwoods","10.1.7","NIPF","carbon_lbac",268794.6794,0.000262,0.83766,0.008425,135,1737
AZ,"cell","Ponderosa pine|13.1.1|Industrial","Ponderosa pine","13.1.1","Industrial","carbon_lbac",43144.5762,0.065721,21.25733,0.005066,200,1556
AZ,"cell","Ponderosa pine|10.1.7|NIPF","Ponderosa pine","10.1.7","NIPF","carbon_lbac",43144.5762,0.065721,21.25733,0.005066,200,1556
AZ,"cell","Exotic hardwoods|10.2.4|State","Exotic hardwoods","10.2.4","State","carbon_lbac",268794.6794,0.000262,0.83766,0.008425,135,1737
CA,"state","CA",NA,NA,NA,"carbon_lbac",698192.9322,1e-04,0.47421,0,200,7076
CA,"cell","Ponderosa pine|6.2.12|Public-Other","Ponderosa pine","6.2.12","Public-Other","carbon_lbac",83227.4517,0.011538,0.69926,0.004935,200,231
CA,"cell","California mixed conifer|6.2.12|NIPF","California mixed conifer","6.2.12","NIPF","carbon_lbac",918270.8627,0.000469,0.73628,0.006784,165,268
CA,"cell","Ponderosa pine|6.2.12|NIPF","Ponderosa pine","6.2.12","NIPF","carbon_lbac",51113.8032,0.062207,2.13861,0.000722,115,87
CA,"cell","Woodland hardwoods|6.2.12|NIPF","Woodland hardwoods","6.2.12","NIPF","carbon_lbac",163133.2132,0.006849,0.8331,0,135,150
CA,"cell","California mixed conifer|6.2.12|Public-Other","California mixed conifer","6.2.12","Public-Other","carbon_lbac",129984.4641,0.020752,1.64781,0.000374,135,814
CA,"cell","California mixed conifer|6.2.12|Industrial","California mixed conifer","6.2.12","Industrial","carbon_lbac",96807.3324,0.02435,1.31778,0.003149,135,63
CA,"cell","Lodgepole pine|6.2.12|Public-Other","Lodgepole pine","6.2.12","Public-Other","carbon_lbac",94809.2315,0.033294,11.35388,0.000528,155,236
CA,"cell","Western oak|6.2.12|Public-Other","Western oak","6.2.12","Public-Other","carbon_lbac",73001.7676,0.094865,55.31605,0.002332,105,91
CA,"cell","Western oak|11.1.1|Public-Other","Western oak","11.1.1","Public-Other","carbon_lbac",27585.1653,0.053207,10.55101,0,185,54
CA,"cell","California mixed conifer|11.1.1|NIPF","California mixed conifer","11.1.1","NIPF","carbon_lbac",146682.3754,0.011061,1.08687,0,135,2408
CA,"cell","Tanoak/laurel|6.2.12|NIPF","Tanoak/laurel","6.2.12","NIPF","carbon_lbac",165907.6058,0.018786,1.09446,0,165,615
CA,"cell","Western oak|6.2.12|NIPF","Western oak","6.2.12","NIPF","carbon_lbac",73138.3237,0.050071,5.6482,0.013822,85,54
CA,"cell","Western oak|11.1.1|NIPF","Western oak","11.1.1","NIPF","carbon_lbac",192753.2958,1e-04,0.44758,0.017724,125,248
CA,"cell","Ponderosa pine|11.1.1|NIPF","Ponderosa pine","11.1.1","NIPF","carbon_lbac",128926.3032,0.002464,0.54527,0.003239,135,696
CA,"cell","Western oak|11.1.1|Industrial","Western oak","11.1.1","Industrial","carbon_lbac",22330.9235,0.309529,0.3,0.000526,45,30
CA,"cell","Fir/spruce/mtn hemlock|6.2.12|NIPF","Fir/spruce/mtn hemlock","6.2.12","NIPF","carbon_lbac",103341.3938,0.098502,96.9779,0.002854,85,37
CA,"cell","Tanoak/laurel|7.1.8|NIPF","Tanoak/laurel","7.1.8","NIPF","carbon_lbac",124703.8061,0.058758,3.36573,0,185,233
CA,"cell","Redwood|7.1.8|Public-Other","Redwood","7.1.8","Public-Other","carbon_lbac",3578896.2654,1e-04,0.65386,0,175,229
CA,"cell","Douglas-fir|7.1.8|Public-Other","Douglas-fir","7.1.8","Public-Other","carbon_lbac",1747819.0222,1e-04,0.54077,0,105,37
CA,"cell","Douglas-fir|7.1.8|Industrial","Douglas-fir","7.1.8","Industrial","carbon_lbac",1858295.6107,1e-04,0.54796,0,175,41
CA,"cell","Douglas-fir|7.1.8|State","Douglas-fir","7.1.8","State","carbon_lbac",287024.2152,0.0039,0.60523,0.000771,185,378
CA,"cell","Alder/maple|7.1.8|Industrial","Alder/maple","7.1.8","Industrial","carbon_lbac",105093.6045,0.070245,4.2989,0.003107,115,69
CA,"cell","Tanoak/laurel|7.1.8|State","Tanoak/laurel","7.1.8","State","carbon_lbac",263992.6027,0.013797,1.12538,0.006186,155,30
CA,"cell","Redwood|7.1.8|Industrial","Redwood","7.1.8","Industrial","carbon_lbac",1747717.2292,0.000405,0.65132,0.005345,135,50
CA,"cell","Redwood|7.1.8|NIPF","Redwood","7.1.8","NIPF","carbon_lbac",189508.1093,0.040139,2.80279,0,115,126
CA,"cell","Douglas-fir|6.2.11|NIPF","Douglas-fir","6.2.11","NIPF","carbon_lbac",7836005.4592,1e-04,0.8897,0.011982,155,46
CA,"cell","California mixed conifer|6.2.12|State","California mixed conifer","6.2.12","State","carbon_lbac",146682.3754,0.011061,1.08687,0,135,2408
CA,"cell","California mixed conifer|11.1.1|Industrial","California mixed conifer","11.1.1","Industrial","carbon_lbac",146682.3754,0.011061,1.08687,0,135,2408
CA,"cell","California mixed conifer|11.1.1|Public-Other","California mixed conifer","11.1.1","Public-Other","carbon_lbac",2047092.8103,0.000163,0.75494,0.026425,155,32
CA,"cell","California mixed conifer|6.2.11|Public-Other","California mixed conifer","6.2.11","Public-Other","carbon_lbac",203035.3326,0.005036,0.71213,0,175,693
CA,"cell","California mixed conifer|6.2.11|NIPF","California mixed conifer","6.2.11","NIPF","carbon_lbac",104236.1639,0.018971,1.53206,0.012538,185,149
CA,"cell","Western oak|7.1.8|Industrial","Western oak","7.1.8","Industrial","carbon_lbac",41949.0159,0.035588,1.28619,0.004458,105,862
CA,"cell","Woodland hardwoods|7.1.8|NIPF","Woodland hardwoods","7.1.8","NIPF","carbon_lbac",163133.2132,0.006849,0.8331,0,135,150
CA,"cell","Woodland hardwoods|7.1.8|Industrial","Woodland hardwoods","7.1.8","Industrial","carbon_lbac",163133.2132,0.006849,0.8331,0,135,150
CA,"cell","Western oak|7.1.8|NIPF","Western oak","7.1.8","NIPF","carbon_lbac",794265.0907,0.000301,0.69518,0.01866,105,32
CA,"cell","Tanoak/laurel|7.1.8|Industrial","Tanoak/laurel","7.1.8","Industrial","carbon_lbac",115063.4406,0.044609,1.6316,0.004815,75,66
CA,"cell","Alder/maple|6.2.11|NIPF","Alder/maple","6.2.11","NIPF","carbon_lbac",105093.6045,0.070245,4.2989,0.003107,115,69
CA,"cell","Western oak|6.2.11|NIPF","Western oak","6.2.11","NIPF","carbon_lbac",55209.2445,0.239348,3.76544,0.002562,35,115
CA,"cell","Woodland hardwoods|7.1.8|Public-Other","Woodland hardwoods","7.1.8","Public-Other","carbon_lbac",163133.2132,0.006849,0.8331,0,135,150
CA,"cell","Tanoak/laurel|6.2.11|NIPF","Tanoak/laurel","6.2.11","NIPF","carbon_lbac",165907.6058,0.018786,1.09446,0,165,615
CA,"cell","Douglas-fir|7.1.8|NIPF","Douglas-fir","7.1.8","NIPF","carbon_lbac",1994667.5723,0.000171,0.61525,0.006304,155,85
CA,"cell","Tanoak/laurel|7.1.8|Public-Other","Tanoak/laurel","7.1.8","Public-Other","carbon_lbac",295485.9282,0.014612,1.8368,0.027412,95,43
CA,"cell","Woodland hardwoods|6.2.11|NIPF","Woodland hardwoods","6.2.11","NIPF","carbon_lbac",163133.2132,0.006849,0.8331,0,135,150
CA,"cell","Redwood|7.1.8|State","Redwood","7.1.8","State","carbon_lbac",3578896.2654,1e-04,0.65386,0,175,229
CA,"cell","Douglas-fir|6.2.11|Public-Other","Douglas-fir","6.2.11","Public-Other","carbon_lbac",2413672.6089,0.000131,0.63843,0.002213,115,133
CA,"cell","Tanoak/laurel|6.2.11|Industrial","Tanoak/laurel","6.2.11","Industrial","carbon_lbac",165907.6058,0.018786,1.09446,0,165,615
CA,"cell","Alder/maple|7.1.8|NIPF","Alder/maple","7.1.8","NIPF","carbon_lbac",105093.6045,0.070245,4.2989,0.003107,115,69
CA,"cell","Other western softwoods|7.1.8|NIPF","Other western softwoods","7.1.8","NIPF","carbon_lbac",48599.8203,0.006214,1.59585,0,200,590
CA,"cell","Tanoak/laurel|6.2.11|Public-Other","Tanoak/laurel","6.2.11","Public-Other","carbon_lbac",189849.8961,0.012545,0.87853,0,165,138
CA,"cell","Woodland hardwoods|6.2.11|Public-Other","Woodland hardwoods","6.2.11","Public-Other","carbon_lbac",134217.4312,0.03565,3.52773,0,115,38
CA,"cell","Alder/maple|6.2.11|Public-Other","Alder/maple","6.2.11","Public-Other","carbon_lbac",105093.6045,0.070245,4.2989,0.003107,115,69
CA,"cell","Alder/maple|7.1.8|Public-Other","Alder/maple","7.1.8","Public-Other","carbon_lbac",105093.6045,0.070245,4.2989,0.003107,115,69
CA,"cell","Fir/spruce/mtn hemlock|6.2.11|Public-Other","Fir/spruce/mtn hemlock","6.2.11","Public-Other","carbon_lbac",6106222.4684,1e-04,0.95219,0,135,77
CA,"cell","Lodgepole pine|6.2.12|State","Lodgepole pine","6.2.12","State","carbon_lbac",2455046.2182,1e-04,0.79722,0.003992,155,278
CA,"cell","California mixed conifer|11.1.3|NIPF","California mixed conifer","11.1.3","NIPF","carbon_lbac",146682.3754,0.011061,1.08687,0,135,2408
CA,"cell","Ponderosa pine|11.1.3|NIPF","Ponderosa pine","11.1.3","NIPF","carbon_lbac",128926.3032,0.002464,0.54527,0.003239,135,696
CA,"cell","California mixed conifer|11.1.1|State","California mixed conifer","11.1.1","State","carbon_lbac",146682.3754,0.011061,1.08687,0,135,2408
CA,"cell","Woodland hardwoods|11.1.1|NIPF","Woodland hardwoods","11.1.1","NIPF","carbon_lbac",163133.2132,0.006849,0.8331,0,135,150
CA,"cell","Ponderosa pine|6.2.12|Industrial","Ponderosa pine","6.2.12","Industrial","carbon_lbac",128926.3032,0.002464,0.54527,0.003239,135,696
CA,"cell","Ponderosa pine|6.2.12|State","Ponderosa pine","6.2.12","State","carbon_lbac",128926.3032,0.002464,0.54527,0.003239,135,696
CA,"cell","Lodgepole pine|6.2.12|Industrial","Lodgepole pine","6.2.12","Industrial","carbon_lbac",2455046.2182,1e-04,0.79722,0.003992,155,278
CA,"cell","Fir/spruce/mtn hemlock|6.2.12|Public-Other","Fir/spruce/mtn hemlock","6.2.12","Public-Other","carbon_lbac",1045062.8132,0.000473,0.68589,0.002998,200,213
CA,"cell","Ponderosa pine|10.1.3|Public-Other","Ponderosa pine","10.1.3","Public-Other","carbon_lbac",128926.3032,0.002464,0.54527,0.003239,135,696
CA,"cell","Ponderosa pine|6.2.8|NIPF","Ponderosa pine","6.2.8","NIPF","carbon_lbac",43255.7581,0.048183,1.63357,0,115,49
CA,"cell","California mixed conifer|10.1.3|NIPF","California mixed conifer","10.1.3","NIPF","carbon_lbac",146682.3754,0.011061,1.08687,0,135,2408
CA,"cell","California mixed conifer|6.2.8|NIPF","California mixed conifer","6.2.8","NIPF","carbon_lbac",1323772.6676,0.000301,0.86678,0.017248,95,69
CA,"cell","California mixed conifer|6.2.8|Industrial","California mixed conifer","6.2.8","Industrial","carbon_lbac",51438.6468,0.11526,23.24075,0.002301,155,60
