"state","scenario","product","year_offset","bio_Tg"
"OR","reserve (no harvest)","pulpwood",50,147.201
"OR","reserve (no harvest)","pulpwood",60,146.301
"OR","reserve (no harvest)","pulpwood",70,148.037
"OR","reserve (no harvest)","pulpwood",80,150.01
"OR","reserve (no harvest)","pulpwood",90,151.628
"OR","reserve (no harvest)","pulpwood",100,152.699
"OR","reserve (no harvest)","residue",0,532.454
"OR","reserve (no harvest)","residue",10,561.475
"OR","reserve (no harvest)","residue",20,591.133
"OR","reserve (no harvest)","residue",30,615.795
"OR","reserve (no harvest)","residue",40,641.906
"OR","reserve (no harvest)","residue",50,656.608
"OR","reserve (no harvest)","residue",60,673.278
"OR","reserve (no harvest)","residue",70,687.359
"OR","reserve (no harvest)","residue",80,698.786
"OR","reserve (no harvest)","residue",90,707.616
"OR","reserve (no harvest)","residue",100,713.929
"PA","reserve (no harvest)","sawtimber",0,264.055
"PA","reserve (no harvest)","sawtimber",10,300.894
"PA","reserve (no harvest)","sawtimber",20,335.614
"PA","reserve (no harvest)","sawtimber",30,363.457
"PA","reserve (no harvest)","sawtimber",40,389.256
"PA","reserve (no harvest)","sawtimber",50,411.383
"PA","reserve (no harvest)","sawtimber",60,432.483
"PA","reserve (no harvest)","sawtimber",70,449.762
"PA","reserve (no harvest)","sawtimber",80,467.907
"PA","reserve (no harvest)","sawtimber",90,481.58
"PA","reserve (no harvest)","sawtimber",100,493.938
"PA","reserve (no harvest)","pulpwood",0,230.051
"PA","reserve (no harvest)","pulpwood",10,242.748
"PA","reserve (no harvest)","pulpwood",20,256.007
"PA","reserve (no harvest)","pulpwood",30,269.378
"PA","reserve (no harvest)","pulpwood",40,283.365
"PA","reserve (no harvest)","pulpwood",50,295.259
"PA","reserve (no harvest)","pulpwood",60,305.369
"PA","reserve (no harvest)","pulpwood",70,316.204
"PA","reserve (no harvest)","pulpwood",80,324.023
"PA","reserve (no harvest)","pulpwood",90,333.285
"PA","reserve (no harvest)","pulpwood",100,341.626
"PA","reserve (no harvest)","residue",0,407.195
"PA","reserve (no harvest)","residue",10,439.476
"PA","reserve (no harvest)","residue",20,466.946
"PA","reserve (no harvest)","residue",30,495.17
"PA","reserve (no harvest)","residue",40,519.156
"PA","reserve (no harvest)","residue",50,543.573
"PA","reserve (no harvest)","residue",60,565.785
"PA","reserve (no harvest)","residue",70,586.374
"PA","reserve (no harvest)","residue",80,604.677
"PA","reserve (no harvest)","residue",90,621.836
"PA","reserve (no harvest)","residue",100,637.31
"RI","reserve (no harvest)","sawtimber",0,7.491
"RI","reserve (no harvest)","sawtimber",10,8.557
"RI","reserve (no harvest)","sawtimber",20,10.379
"RI","reserve (no harvest)","sawtimber",30,11.922
"RI","reserve (no harvest)","sawtimber",40,12.862
"RI","reserve (no harvest)","sawtimber",50,13.876
"RI","reserve (no harvest)","sawtimber",60,14.662
"RI","reserve (no harvest)","sawtimber",70,15.396
"RI","reserve (no harvest)","sawtimber",80,16.083
"RI","reserve (no harvest)","sawtimber",90,16.73
"RI","reserve (no harvest)","sawtimber",100,17.341
"RI","reserve (no harvest)","pulpwood",0,6.988
"RI","reserve (no harvest)","pulpwood",10,7.584
"RI","reserve (no harvest)","pulpwood",20,7.397
"RI","reserve (no harvest)","pulpwood",30,7.364
"RI","reserve (no harvest)","pulpwood",40,7.734
"RI","reserve (no harvest)","pulpwood",50,7.969
"RI","reserve (no harvest)","pulpwood",60,8.317
"RI","reserve (no harvest)","pulpwood",70,8.641
"RI","reserve (no harvest)","pulpwood",80,8.943
"RI","reserve (no harvest)","pulpwood",90,9.228
"RI","reserve (no harvest)","pulpwood",100,9.496
"RI","reserve (no harvest)","residue",0,10.89
"RI","reserve (no harvest)","residue",10,11.989
"RI","reserve (no harvest)","residue",20,12.94
"RI","reserve (no harvest)","residue",30,13.838
"RI","reserve (no harvest)","residue",40,14.766
"RI","reserve (no harvest)","residue",50,15.592
"RI","reserve (no harvest)","residue",60,16.381
"RI","reserve (no harvest)","residue",70,17.109
"RI","reserve (no harvest)","residue",80,17.781
"RI","reserve (no harvest)","residue",90,18.403
"RI","reserve (no harvest)","residue",100,18.983
"SC","reserve (no harvest)","sawtimber",0,59.596
"SC","reserve (no harvest)","sawtimber",10,72.97
"SC","reserve (no harvest)","sawtimber",20,86.317
"SC","reserve (no harvest)","sawtimber",30,92.687
"SC","reserve (no harvest)","sawtimber",40,93.377
"SC","reserve (no harvest)","sawtimber",50,86.509
"SC","reserve (no harvest)","sawtimber",60,74.882
"SC","reserve (no harvest)","sawtimber",70,63.09
"SC","reserve (no harvest)","sawtimber",80,55.609
"SC","reserve (no harvest)","sawtimber",90,51.34
"SC","reserve (no harvest)","sawtimber",100,47.28
"SC","reserve (no harvest)","pulpwood",0,140.669
"SC","reserve (no harvest)","pulpwood",10,168.491
"SC","reserve (no harvest)","pulpwood",20,188.536
"SC","reserve (no harvest)","pulpwood",30,199.049
"SC","reserve (no harvest)","pulpwood",40,200.226
"SC","reserve (no harvest)","pulpwood",50,193.878
"SC","reserve (no harvest)","pulpwood",60,185.388
"SC","reserve (no harvest)","pulpwood",70,176.233
"SC","reserve (no harvest)","pulpwood",80,164.776
"SC","reserve (no harvest)","pulpwood",90,152.41
"SC","reserve (no harvest)","pulpwood",100,140.709
"SC","reserve (no harvest)","residue",0,174.506
"SC","reserve (no harvest)","residue",10,203.061
"SC","reserve (no harvest)","residue",20,210.329
"SC","reserve (no harvest)","residue",30,208.006
"SC","reserve (no harvest)","residue",40,201.131
"SC","reserve (no harvest)","residue",50,196.307
"SC","reserve (no harvest)","residue",60,190.685
"SC","reserve (no harvest)","residue",70,182.128
"SC","reserve (no harvest)","residue",80,170.48
"SC","reserve (no harvest)","residue",90,157.144
"SC","reserve (no harvest)","residue",100,144.534
"SD","reserve (no harvest)","sawtimber",0,6.512
"SD","reserve (no harvest)","sawtimber",10,7.009
"SD","reserve (no harvest)","sawtimber",20,7.374
"SD","reserve (no harvest)","sawtimber",30,7.763
"SD","reserve (no harvest)","sawtimber",40,8.005
"SD","reserve (no harvest)","sawtimber",50,8.241
"SD","reserve (no harvest)","sawtimber",60,8.43
"SD","reserve (no harvest)","sawtimber",70,8.643
"SD","reserve (no harvest)","sawtimber",80,8.833
"SD","reserve (no harvest)","sawtimber",90,8.951
"SD","reserve (no harvest)","sawtimber",100,9.051
"SD","reserve (no harvest)","pulpwood",0,6.452
"SD","reserve (no harvest)","pulpwood",10,6.956
"SD","reserve (no harvest)","pulpwood",20,7.27
"SD","reserve (no harvest)","pulpwood",30,7.656
"SD","reserve (no harvest)","pulpwood",40,8.141
"SD","reserve (no harvest)","pulpwood",50,8.385
"SD","reserve (no harvest)","pulpwood",60,8.602
"SD","reserve (no harvest)","pulpwood",70,8.795
"SD","reserve (no harvest)","pulpwood",80,9.031
"SD","reserve (no harvest)","pulpwood",90,9.195
"SD","reserve (no harvest)","pulpwood",100,9.343
"SD","reserve (no harvest)","residue",0,13.038
"SD","reserve (no harvest)","residue",10,13.527
"SD","reserve (no harvest)","residue",20,14.138
"SD","reserve (no harvest)","residue",30,14.495
"SD","reserve (no harvest)","residue",40,14.77
"SD","reserve (no harvest)","residue",50,15.182
"SD","reserve (no harvest)","residue",60,15.566
"SD","reserve (no harvest)","residue",70,15.864
"SD","reserve (no harvest)","residue",80,16.063
"SD","reserve (no harvest)","residue",90,16.335
"SD","reserve (no harvest)","residue",100,16.576
"TN","reserve (no harvest)","sawtimber",0,150.103
"TN","reserve (no harvest)","sawtimber",10,189.669
"TN","reserve (no harvest)","sawtimber",20,230.201
"TN","reserve (no harvest)","sawtimber",30,264.102
"TN","reserve (no harvest)","sawtimber",40,292.104
"TN","reserve (no harvest)","sawtimber",50,318.635
"TN","reserve (no harvest)","sawtimber",60,341.215
"TN","reserve (no harvest)","sawtimber",70,364.587
"TN","reserve (no harvest)","sawtimber",80,383.67
"TN","reserve (no harvest)","sawtimber",90,401.627
"TN","reserve (no harvest)","sawtimber",100,419.111
"TN","reserve (no harvest)","pulpwood",0,158.088
"TN","reserve (no harvest)","pulpwood",10,166.578
"TN","reserve (no harvest)","pulpwood",20,172.13
"TN","reserve (no harvest)","pulpwood",30,181.417
"TN","reserve (no harvest)","pulpwood",40,191.371
"TN","reserve (no harvest)","pulpwood",50,199.329
"TN","reserve (no harvest)","pulpwood",60,209.464
"TN","reserve (no harvest)","pulpwood",70,217.339
"TN","reserve (no harvest)","pulpwood",80,227.924
"TN","reserve (no harvest)","pulpwood",90,238.801
"TN","reserve (no harvest)","pulpwood",100,249.368
"TN","reserve (no harvest)","residue",0,259.626
"TN","reserve (no harvest)","residue",10,289.824
"TN","reserve (no harvest)","residue",20,316.324
"TN","reserve (no harvest)","residue",30,340.675
"TN","reserve (no harvest)","residue",40,365.994
"TN","reserve (no harvest)","residue",50,391.251
"TN","reserve (no harvest)","residue",60,415.393
"TN","reserve (no harvest)","residue",70,438.635
"TN","reserve (no harvest)","residue",80,461.502
"TN","reserve (no harvest)","residue",90,483.574
"TN","reserve (no harvest)","residue",100,505.045
"TX","reserve (no harvest)","sawtimber",0,104.851
"TX","reserve (no harvest)","sawtimber",10,133.845
"TX","reserve (no harvest)","sawtimber",20,171.932
"TX","reserve (no harvest)","sawtimber",30,203.848
"TX","reserve (no harvest)","sawtimber",40,227.633
"TX","reserve (no harvest)","sawtimber",50,237.137
"TX","reserve (no harvest)","sawtimber",60,246.916
"TX","reserve (no harvest)","sawtimber",70,255.007
"TX","reserve (no harvest)","sawtimber",80,254.562
"TX","reserve (no harvest)","sawtimber",90,242.289
"TX","reserve (no harvest)","sawtimber",100,229.025
"TX","reserve (no harvest)","pulpwood",0,154.439
"TX","reserve (no harvest)","pulpwood",10,181.665
"TX","reserve (no harvest)","pulpwood",20,195.96
"TX","reserve (no harvest)","pulpwood",30,204.119
"TX","reserve (no harvest)","pulpwood",40,207.017
"TX","reserve (no harvest)","pulpwood",50,208.24
"TX","reserve (no harvest)","pulpwood",60,203.325
"TX","reserve (no harvest)","pulpwood",70,194.198
"TX","reserve (no harvest)","pulpwood",80,187.606
"TX","reserve (no harvest)","pulpwood",90,186.833
"TX","reserve (no harvest)","pulpwood",100,185.562
"TX","reserve (no harvest)","residue",0,253.581
"TX","reserve (no harvest)","residue",10,294.936
"TX","reserve (no harvest)","residue",20,317.936
"TX","reserve (no harvest)","residue",30,331.022
"TX","reserve (no harvest)","residue",40,338.09
"TX","reserve (no harvest)","residue",50,345.308
"TX","reserve (no harvest)","residue",60,346.146
"TX","reserve (no harvest)","residue",70,343.828
"TX","reserve (no harvest)","residue",80,341.149
"TX","reserve (no harvest)","residue",90,340.298
"TX","reserve (no harvest)","residue",100,338.479
"UT","reserve (no harvest)","sawtimber",0,23.332
"UT","reserve (no harvest)","sawtimber",10,25.69
"UT","reserve (no harvest)","sawtimber",20,27.304
"UT","reserve (no harvest)","sawtimber",30,29.128
"UT","reserve (no harvest)","sawtimber",40,30.36
"UT","reserve (no harvest)","sawtimber",50,31.488
"UT","reserve (no harvest)","sawtimber",60,33.224
"UT","reserve (no harvest)","sawtimber",70,34.696
"UT","reserve (no harvest)","sawtimber",80,35.773
"UT","reserve (no harvest)","sawtimber",90,36.681
"UT","reserve (no harvest)","sawtimber",100,37.533
"UT","reserve (no harvest)","pulpwood",0,38.5
"UT","reserve (no harvest)","pulpwood",10,40.928
"UT","reserve (no harvest)","pulpwood",20,43.951
"UT","reserve (no harvest)","pulpwood",30,46.582
"UT","reserve (no harvest)","pulpwood",40,49.061
"UT","reserve (no harvest)","pulpwood",50,51.325
"UT","reserve (no harvest)","pulpwood",60,53.104
"UT","reserve (no harvest)","pulpwood",70,55.049
"UT","reserve (no harvest)","pulpwood",80,56.883
"UT","reserve (no harvest)","pulpwood",90,58.665
"UT","reserve (no harvest)","pulpwood",100,60.37
"UT","reserve (no harvest)","residue",0,124.065
"UT","reserve (no harvest)","residue",10,131.174
"UT","reserve (no harvest)","residue",20,137.621
"UT","reserve (no harvest)","residue",30,143.49
"UT","reserve (no harvest)","residue",40,149.402
"UT","reserve (no harvest)","residue",50,154.985
"UT","reserve (no harvest)","residue",60,159.853
"UT","reserve (no harvest)","residue",70,164.281
"UT","reserve (no harvest)","residue",80,168.727
"UT","reserve (no harvest)","residue",90,172.956
"UT","reserve (no harvest)","residue",100,176.926
"VA","reserve (no harvest)","sawtimber",0,128.596
"VA","reserve (no harvest)","sawtimber",10,153.764
"VA","reserve (no harvest)","sawtimber",20,177.179
"VA","reserve (no harvest)","sawtimber",30,195.618
"VA","reserve (no harvest)","sawtimber",40,209.487
"VA","reserve (no harvest)","sawtimber",50,218.449
"VA","reserve (no harvest)","sawtimber",60,232.112
"VA","reserve (no harvest)","sawtimber",70,239.87
"VA","reserve (no harvest)","sawtimber",80,244.859
"VA","reserve (no harvest)","sawtimber",90,243.572
"VA","reserve (no harvest)","sawtimber",100,241.895
"VA","reserve (no harvest)","pulpwood",0,201.835
"VA","reserve (no harvest)","pulpwood",10,224.792
"VA","reserve (no harvest)","pulpwood",20,245.195
"VA","reserve (no harvest)","pulpwood",30,261.976
"VA","reserve (no harvest)","pulpwood",40,272.605
"VA","reserve (no harvest)","pulpwood",50,274.208
"VA","reserve (no harvest)","pulpwood",60,266.822
"VA","reserve (no harvest)","pulpwood",70,261.967
"VA","reserve (no harvest)","pulpwood",80,257.144
"VA","reserve (no harvest)","pulpwood",90,255.855
"VA","reserve (no harvest)","pulpwood",100,254.167
"VA","reserve (no harvest)","residue",0,295.771
"VA","reserve (no harvest)","residue",10,333.556
"VA","reserve (no harvest)","residue",20,357.149
"VA","reserve (no harvest)","residue",30,369.896
"VA","reserve (no harvest)","residue",40,376.807
"VA","reserve (no harvest)","residue",50,384.986
"VA","reserve (no harvest)","residue",60,388.41
"VA","reserve (no harvest)","residue",70,389.077
"VA","reserve (no harvest)","residue",80,388.5
"VA","reserve (no harvest)","residue",90,388.158
"VA","reserve (no harvest)","residue",100,387.067
"VT","reserve (no harvest)","sawtimber",0,69.396
"VT","reserve (no harvest)","sawtimber",10,83.349
"VT","reserve (no harvest)","sawtimber",20,95.826
"VT","reserve (no harvest)","sawtimber",30,107.182
"VT","reserve (no harvest)","sawtimber",40,115.265
"VT","reserve (no harvest)","sawtimber",50,121.976
"VT","reserve (no harvest)","sawtimber",60,128.787
"VT","reserve (no harvest)","sawtimber",70,135.247
"VT","reserve (no harvest)","sawtimber",80,140.6
"VT","reserve (no harvest)","sawtimber",90,145.564
"VT","reserve (no harvest)","sawtimber",100,150.183
"VT","reserve (no harvest)","pulpwood",0,70.004
"VT","reserve (no harvest)","pulpwood",10,72.02
"VT","reserve (no harvest)","pulpwood",20,74.636
"VT","reserve (no harvest)","pulpwood",30,77.619
"VT","reserve (no harvest)","pulpwood",40,81.965
"VT","reserve (no harvest)","pulpwood",50,86.521
"VT","reserve (no harvest)","pulpwood",60,90.438
"VT","reserve (no harvest)","pulpwood",70,94.173
"VT","reserve (no harvest)","pulpwood",80,98.055
"VT","reserve (no harvest)","pulpwood",90,101.694
"VT","reserve (no harvest)","pulpwood",100,105.099
"VT","reserve (no harvest)","residue",0,116.822
"VT","reserve (no harvest)","residue",10,127.257
"VT","reserve (no harvest)","residue",20,136.882
"VT","reserve (no harvest)","residue",30,145.692
"VT","reserve (no harvest)","residue",40,154.941
"VT","reserve (no harvest)","residue",50,163.969
"VT","reserve (no harvest)","residue",60,172.236
"VT","reserve (no harvest)","residue",70,179.812
"VT","reserve (no harvest)","residue",80,187.192
"VT","reserve (no harvest)","residue",90,194.117
"VT","reserve (no harvest)","residue",100,200.596
"WA","reserve (no harvest)","sawtimber",0,700.765
"WA","reserve (no harvest)","sawtimber",10,776.325
"WA","reserve (no harvest)","sawtimber",20,841.554
"WA","reserve (no harvest)","sawtimber",30,903.001
"WA","reserve (no harvest)","sawtimber",40,952.439
"WA","reserve (no harvest)","sawtimber",50,998.518
"WA","reserve (no harvest)","sawtimber",60,1036.633
"WA","reserve (no harvest)","sawtimber",70,1066.95
"WA","reserve (no harvest)","sawtimber",80,1087.862
"WA","reserve (no harvest)","sawtimber",90,1104.518
"WA","reserve (no harvest)","sawtimber",100,1117.42
"WA","reserve (no harvest)","pulpwood",0,153.795
"WA","reserve (no harvest)","pulpwood",10,152.587
"WA","reserve (no harvest)","pulpwood",20,157.989
"WA","reserve (no harvest)","pulpwood",30,160.003
"WA","reserve (no harvest)","pulpwood",40,161.701
"WA","reserve (no harvest)","pulpwood",50,160.411
"WA","reserve (no harvest)","pulpwood",60,157.978
"WA","reserve (no harvest)","pulpwood",70,155.483
"WA","reserve (no harvest)","pulpwood",80,157.615
"WA","reserve (no harvest)","pulpwood",90,158.987
"WA","reserve (no harvest)","pulpwood",100,159.692
"WA","reserve (no harvest)","residue",0,398.174
"WA","reserve (no harvest)","residue",10,429.242
"WA","reserve (no harvest)","residue",20,452.246
"WA","reserve (no harvest)","residue",30,470.244
"WA","reserve (no harvest)","residue",40,488.794
"WA","reserve (no harvest)","residue",50,502.681
"WA","reserve (no harvest)","residue",60,515.595
"WA","reserve (no harvest)","residue",70,527.266
"WA","reserve (no harvest)","residue",80,535.573
"WA","reserve (no harvest)","residue",90,541.664
"WA","reserve (no harvest)","residue",100,545.786
"WI","reserve (no harvest)","sawtimber",0,130.318
"WI","reserve (no harvest)","sawtimber",10,157.832
"WI","reserve (no harvest)","sawtimber",20,181.408
"WI","reserve (no harvest)","sawtimber",30,203.374
"WI","reserve (no harvest)","sawtimber",40,223.003
"WI","reserve (no harvest)","sawtimber",50,239.446
"WI","reserve (no harvest)","sawtimber",60,253.905
"WI","reserve (no harvest)","sawtimber",70,266.594
"WI","reserve (no harvest)","sawtimber",80,277.137
"WI","reserve (no harvest)","sawtimber",90,285.821
"WI","reserve (no harvest)","sawtimber",100,293.672
"WI","reserve (no harvest)","pulpwood",0,208.705
"WI","reserve (no harvest)","pulpwood",10,224.366
"WI","reserve (no harvest)","pulpwood",20,239.774
"WI","reserve (no harvest)","pulpwood",30,253.948
"WI","reserve (no harvest)","pulpwood",40,266.17
"WI","reserve (no harvest)","pulpwood",50,278.132
"WI","reserve (no harvest)","pulpwood",60,289.334
"WI","reserve (no harvest)","pulpwood",70,300.014
"WI","reserve (no harvest)","pulpwood",80,310.312
"WI","reserve (no harvest)","pulpwood",90,320.366
"WI","reserve (no harvest)","pulpwood",100,329.619
"WI","reserve (no harvest)","residue",0,324.989
"WI","reserve (no harvest)","residue",10,350.19
"WI","reserve (no harvest)","residue",20,373.922
"WI","reserve (no harvest)","residue",30,395.457
"WI","reserve (no harvest)","residue",40,416.684
"WI","reserve (no harvest)","residue",50,437.127
"WI","reserve (no harvest)","residue",60,456.407
"WI","reserve (no harvest)","residue",70,474.354
"WI","reserve (no harvest)","residue",80,491.459
"WI","reserve (no harvest)","residue",90,507.531
"WI","reserve (no harvest)","residue",100,522.313
"WV","reserve (no harvest)","sawtimber",0,143.783
"WV","reserve (no harvest)","sawtimber",10,162.445
"WV","reserve (no harvest)","sawtimber",20,179.304
"WV","reserve (no harvest)","sawtimber",30,192.032
"WV","reserve (no harvest)","sawtimber",40,201.916
"WV","reserve (no harvest)","sawtimber",50,208.177
"WV","reserve (no harvest)","sawtimber",60,213.127
"WV","reserve (no harvest)","sawtimber",70,216.046
"WV","reserve (no harvest)","sawtimber",80,217.935
"WV","reserve (no harvest)","sawtimber",90,218.916
"WV","reserve (no harvest)","sawtimber",100,219.128
"WV","reserve (no harvest)","pulpwood",0,129.415
"WV","reserve (no harvest)","pulpwood",10,130.362
"WV","reserve (no harvest)","pulpwood",20,130.13
"WV","reserve (no harvest)","pulpwood",30,130.762
"WV","reserve (no harvest)","pulpwood",40,131.634
"WV","reserve (no harvest)","pulpwood",50,133.823
"WV","reserve (no harvest)","pulpwood",60,134.9
"WV","reserve (no harvest)","pulpwood",70,136.57
"WV","reserve (no harvest)","pulpwood",80,137.671
"WV","reserve (no harvest)","pulpwood",90,138.274
"WV","reserve (no harvest)","pulpwood",100,138.397
"WV","reserve (no harvest)","residue",0,220.579
"WV","reserve (no harvest)","residue",10,234.765
"WV","reserve (no harvest)","residue",20,246.417
"WV","reserve (no harvest)","residue",30,256.376
"WV","reserve (no harvest)","residue",40,264.488
"WV","reserve (no harvest)","residue",50,270.919
"WV","reserve (no harvest)","residue",60,276.211
"WV","reserve (no harvest)","residue",70,279.76
"WV","reserve (no harvest)","residue",80,282.075
"WV","reserve (no harvest)","residue",90,283.278
"WV","reserve (no harvest)","residue",100,283.493
"WY","reserve (no harvest)","sawtimber",0,43.054
"WY","reserve (no harvest)","sawtimber",10,46.227
"WY","reserve (no harvest)","sawtimber",20,48.979
"WY","reserve (no harvest)","sawtimber",30,51.309
"WY","reserve (no harvest)","sawtimber",40,53.461
"WY","reserve (no harvest)","sawtimber",50,55.529
"WY","reserve (no harvest)","sawtimber",60,58.16
"WY","reserve (no harvest)","sawtimber",70,61.009
"WY","reserve (no harvest)","sawtimber",80,62.926
"WY","reserve (no harvest)","sawtimber",90,64.452
"WY","reserve (no harvest)","sawtimber",100,65.84
"WY","reserve (no harvest)","pulpwood",0,98.352
"WY","reserve (no harvest)","pulpwood",10,104.794
"WY","reserve (no harvest)","pulpwood",20,111.79
"WY","reserve (no harvest)","pulpwood",30,119.101
"WY","reserve (no harvest)","pulpwood",40,125.175
"WY","reserve (no harvest)","pulpwood",50,130.134
"WY","reserve (no harvest)","pulpwood",60,134.867
"WY","reserve (no harvest)","pulpwood",70,139.439
"WY","reserve (no harvest)","pulpwood",80,143.322
"WY","reserve (no harvest)","pulpwood",90,146.666
"WY","reserve (no harvest)","pulpwood",100,149.668
"WY","reserve (no harvest)","residue",0,111.76
"WY","reserve (no harvest)","residue",10,119.405
"WY","reserve (no harvest)","residue",20,125.593
"WY","reserve (no harvest)","residue",30,130.633
"WY","reserve (no harvest)","residue",40,135.894
"WY","reserve (no harvest)","residue",50,141.225
"WY","reserve (no harvest)","residue",60,145.151
"WY","reserve (no harvest)","residue",70,148.019
"WY","reserve (no harvest)","residue",80,151.564
"WY","reserve (no harvest)","residue",90,155.156
"WY","reserve (no harvest)","residue",100,158.398
"AL","managed (harvest)","sawtimber",0,150.221
"AL","managed (harvest)","sawtimber",10,154.544
"AL","managed (harvest)","sawtimber",20,184.965
"AL","managed (harvest)","sawtimber",30,194.623
"AL","managed (harvest)","sawtimber",40,189.589
"AL","managed (harvest)","sawtimber",50,176.615
"AL","managed (harvest)","sawtimber",60,163.362
"AL","managed (harvest)","sawtimber",70,139.324
"AL","managed (harvest)","sawtimber",80,123.526
"AL","managed (harvest)","sawtimber",90,120.609
"AL","managed (harvest)","sawtimber",100,123.545
"AL","managed (harvest)","pulpwood",0,225.821
"AL","managed (harvest)","pulpwood",10,231.213
"AL","managed (harvest)","pulpwood",20,221.96
"AL","managed (harvest)","pulpwood",30,194.351
"AL","managed (harvest)","pulpwood",40,180.029
"AL","managed (harvest)","pulpwood",50,170.639
"AL","managed (harvest)","pulpwood",60,154.99
"AL","managed (harvest)","pulpwood",70,129.73
"AL","managed (harvest)","pulpwood",80,124.125
"AL","managed (harvest)","pulpwood",90,125.491
"AL","managed (harvest)","pulpwood",100,126.128
"AL","managed (harvest)","residue",0,341.95
"AL","managed (harvest)","residue",10,355.155
"AL","managed (harvest)","residue",20,345.179
"AL","managed (harvest)","residue",30,307.766
"AL","managed (harvest)","residue",40,286.889
"AL","managed (harvest)","residue",50,275.193
"AL","managed (harvest)","residue",60,253.546
"AL","managed (harvest)","residue",70,218.108
"AL","managed (harvest)","residue",80,206.07
"AL","managed (harvest)","residue",90,207.831
"AL","managed (harvest)","residue",100,206.815
"AR","managed (harvest)","sawtimber",0,167.64
"AR","managed (harvest)","sawtimber",10,174.231
"AR","managed (harvest)","sawtimber",20,185.033
"AR","managed (harvest)","sawtimber",30,185.206
"AR","managed (harvest)","sawtimber",40,173.67
"AR","managed (harvest)","sawtimber",50,167.119
"AR","managed (harvest)","sawtimber",60,153.543
"AR","managed (harvest)","sawtimber",70,138.742
"AR","managed (harvest)","sawtimber",80,119.001
"AR","managed (harvest)","sawtimber",90,114.092
"AR","managed (harvest)","sawtimber",100,107.811
"AR","managed (harvest)","pulpwood",0,199.172
"AR","managed (harvest)","pulpwood",10,185.673
"AR","managed (harvest)","pulpwood",20,171.925
"AR","managed (harvest)","pulpwood",30,158.018
"AR","managed (harvest)","pulpwood",40,140.158
"AR","managed (harvest)","pulpwood",50,136.423
"AR","managed (harvest)","pulpwood",60,128.597
"AR","managed (harvest)","pulpwood",70,117.648
"AR","managed (harvest)","pulpwood",80,103.114
"AR","managed (harvest)","pulpwood",90,101.555
"AR","managed (harvest)","pulpwood",100,96.694
"AR","managed (harvest)","residue",0,322.963
"AR","managed (harvest)","residue",10,309.662
"AR","managed (harvest)","residue",20,296.065
"AR","managed (harvest)","residue",30,277.784
"AR","managed (harvest)","residue",40,250.784
"AR","managed (harvest)","residue",50,244.2
"AR","managed (harvest)","residue",60,228.253
"AR","managed (harvest)","residue",70,209.712
"AR","managed (harvest)","residue",80,185.268
"AR","managed (harvest)","residue",90,181.878
"AR","managed (harvest)","residue",100,172.599
"AZ","managed (harvest)","sawtimber",0,28.378
"AZ","managed (harvest)","sawtimber",10,29.057
"AZ","managed (harvest)","sawtimber",20,28.65
"AZ","managed (harvest)","sawtimber",30,27.693
"AZ","managed (harvest)","sawtimber",40,26.535
"AZ","managed (harvest)","sawtimber",50,25.193
"AZ","managed (harvest)","sawtimber",60,24.047
"AZ","managed (harvest)","sawtimber",70,22.504
"AZ","managed (harvest)","sawtimber",80,20.904
"AZ","managed (harvest)","sawtimber",90,19.254
"AZ","managed (harvest)","sawtimber",100,17.554
"AZ","managed (harvest)","pulpwood",0,30.698
"AZ","managed (harvest)","pulpwood",10,29.756
"AZ","managed (harvest)","pulpwood",20,29.098
"AZ","managed (harvest)","pulpwood",30,28.3
"AZ","managed (harvest)","pulpwood",40,27.401
"AZ","managed (harvest)","pulpwood",50,26.072
"AZ","managed (harvest)","pulpwood",60,24.516
"AZ","managed (harvest)","pulpwood",70,23.103
"AZ","managed (harvest)","pulpwood",80,21.424
"AZ","managed (harvest)","pulpwood",90,19.729
"AZ","managed (harvest)","pulpwood",100,18.093
"AZ","managed (harvest)","residue",0,147.355
"AZ","managed (harvest)","residue",10,143.802
"AZ","managed (harvest)","residue",20,139.891
"AZ","managed (harvest)","residue",30,135.706
"AZ","managed (harvest)","residue",40,132.109
"AZ","managed (harvest)","residue",50,127.23
"AZ","managed (harvest)","residue",60,122.662
"AZ","managed (harvest)","residue",70,118.045
"AZ","managed (harvest)","residue",80,112.94
"AZ","managed (harvest)","residue",90,107.78
"AZ","managed (harvest)","residue",100,103.318
"CA","managed (harvest)","sawtimber",0,521.173
"CA","managed (harvest)","sawtimber",10,490.924
"CA","managed (harvest)","sawtimber",20,478.313
"CA","managed (harvest)","sawtimber",30,472.195
"CA","managed (harvest)","sawtimber",40,458.815
"CA","managed (harvest)","sawtimber",50,444.545
"CA","managed (harvest)","sawtimber",60,431.738
"CA","managed (harvest)","sawtimber",70,421.385
"CA","managed (harvest)","sawtimber",80,399.568
"CA","managed (harvest)","sawtimber",90,381.264
"CA","managed (harvest)","sawtimber",100,369.824
"CA","managed (harvest)","pulpwood",0,120.678
"CA","managed (harvest)","pulpwood",10,109.721
"CA","managed (harvest)","pulpwood",20,102.772
"CA","managed (harvest)","pulpwood",30,98.381
"CA","managed (harvest)","pulpwood",40,88.551
"CA","managed (harvest)","pulpwood",50,85.394
"CA","managed (harvest)","pulpwood",60,82.049
"CA","managed (harvest)","pulpwood",70,80.131
"CA","managed (harvest)","pulpwood",80,71.498
"CA","managed (harvest)","pulpwood",90,69.068
"CA","managed (harvest)","pulpwood",100,67.91
