"state","scenario","product","year_offset","bio_Tg"
"PA","reserve (no harvest)","residue",20,449.805
"PA","reserve (no harvest)","residue",30,459.851
"PA","reserve (no harvest)","residue",40,461.71
"PA","reserve (no harvest)","residue",50,458.132
"PA","reserve (no harvest)","residue",60,450.536
"PA","reserve (no harvest)","residue",70,439.925
"PA","reserve (no harvest)","residue",80,427.507
"PA","reserve (no harvest)","residue",90,414.956
"PA","reserve (no harvest)","residue",100,404.041
"RI","reserve (no harvest)","sawtimber",0,8.108
"RI","reserve (no harvest)","sawtimber",10,8.911
"RI","reserve (no harvest)","sawtimber",20,10.547
"RI","reserve (no harvest)","sawtimber",30,11.33
"RI","reserve (no harvest)","sawtimber",40,10.575
"RI","reserve (no harvest)","sawtimber",50,9.801
"RI","reserve (no harvest)","sawtimber",60,8.696
"RI","reserve (no harvest)","sawtimber",70,7.468
"RI","reserve (no harvest)","sawtimber",80,6.377
"RI","reserve (no harvest)","sawtimber",90,5.422
"RI","reserve (no harvest)","sawtimber",100,4.595
"RI","reserve (no harvest)","pulpwood",0,5.853
"RI","reserve (no harvest)","pulpwood",10,6.467
"RI","reserve (no harvest)","pulpwood",20,5.418
"RI","reserve (no harvest)","pulpwood",30,4.753
"RI","reserve (no harvest)","pulpwood",40,4.431
"RI","reserve (no harvest)","pulpwood",50,3.708
"RI","reserve (no harvest)","pulpwood",60,3.293
"RI","reserve (no harvest)","pulpwood",70,2.811
"RI","reserve (no harvest)","pulpwood",80,2.383
"RI","reserve (no harvest)","pulpwood",90,2.009
"RI","reserve (no harvest)","pulpwood",100,1.686
"RI","reserve (no harvest)","residue",0,11.409
"RI","reserve (no harvest)","residue",10,12.335
"RI","reserve (no harvest)","residue",20,12.596
"RI","reserve (no harvest)","residue",30,12.49
"RI","reserve (no harvest)","residue",40,11.679
"RI","reserve (no harvest)","residue",50,10.413
"RI","reserve (no harvest)","residue",60,9.244
"RI","reserve (no harvest)","residue",70,7.909
"RI","reserve (no harvest)","residue",80,6.725
"RI","reserve (no harvest)","residue",90,5.689
"RI","reserve (no harvest)","residue",100,4.794
"SC","reserve (no harvest)","sawtimber",0,59.522
"SC","reserve (no harvest)","sawtimber",10,71.043
"SC","reserve (no harvest)","sawtimber",20,82.327
"SC","reserve (no harvest)","sawtimber",30,87.693
"SC","reserve (no harvest)","sawtimber",40,88.799
"SC","reserve (no harvest)","sawtimber",50,83.1
"SC","reserve (no harvest)","sawtimber",60,71.538
"SC","reserve (no harvest)","sawtimber",70,59.654
"SC","reserve (no harvest)","sawtimber",80,53.123
"SC","reserve (no harvest)","sawtimber",90,50.434
"SC","reserve (no harvest)","sawtimber",100,48.203
"SC","reserve (no harvest)","pulpwood",0,140.34
"SC","reserve (no harvest)","pulpwood",10,164.707
"SC","reserve (no harvest)","pulpwood",20,180.95
"SC","reserve (no harvest)","pulpwood",30,189.717
"SC","reserve (no harvest)","pulpwood",40,192.136
"SC","reserve (no harvest)","pulpwood",50,188.572
"SC","reserve (no harvest)","pulpwood",60,182.467
"SC","reserve (no harvest)","pulpwood",70,176.764
"SC","reserve (no harvest)","pulpwood",80,169.77
"SC","reserve (no harvest)","pulpwood",90,162.723
"SC","reserve (no harvest)","pulpwood",100,156.66
"SC","reserve (no harvest)","residue",0,174.904
"SC","reserve (no harvest)","residue",10,199.728
"SC","reserve (no harvest)","residue",20,202.508
"SC","reserve (no harvest)","residue",30,198.329
"SC","reserve (no harvest)","residue",40,192.735
"SC","reserve (no harvest)","residue",50,190.18
"SC","reserve (no harvest)","residue",60,186.748
"SC","reserve (no harvest)","residue",70,181.53
"SC","reserve (no harvest)","residue",80,174.497
"SC","reserve (no harvest)","residue",90,166.781
"SC","reserve (no harvest)","residue",100,160.226
"SD","reserve (no harvest)","sawtimber",0,6.252
"SD","reserve (no harvest)","sawtimber",10,6.759
"SD","reserve (no harvest)","sawtimber",20,7.05
"SD","reserve (no harvest)","sawtimber",30,7.339
"SD","reserve (no harvest)","sawtimber",40,7.437
"SD","reserve (no harvest)","sawtimber",50,7.536
"SD","reserve (no harvest)","sawtimber",60,7.592
"SD","reserve (no harvest)","sawtimber",70,7.658
"SD","reserve (no harvest)","sawtimber",80,7.708
"SD","reserve (no harvest)","sawtimber",90,7.695
"SD","reserve (no harvest)","sawtimber",100,7.685
"SD","reserve (no harvest)","pulpwood",0,6.711
"SD","reserve (no harvest)","pulpwood",10,7.26
"SD","reserve (no harvest)","pulpwood",20,7.528
"SD","reserve (no harvest)","pulpwood",30,7.835
"SD","reserve (no harvest)","pulpwood",40,8.251
"SD","reserve (no harvest)","pulpwood",50,8.387
"SD","reserve (no harvest)","pulpwood",60,8.487
"SD","reserve (no harvest)","pulpwood",70,8.516
"SD","reserve (no harvest)","pulpwood",80,8.587
"SD","reserve (no harvest)","pulpwood",90,8.591
"SD","reserve (no harvest)","pulpwood",100,8.592
"SD","reserve (no harvest)","residue",0,13.039
"SD","reserve (no harvest)","residue",10,13.547
"SD","reserve (no harvest)","residue",20,14.071
"SD","reserve (no harvest)","residue",30,14.292
"SD","reserve (no harvest)","residue",40,14.355
"SD","reserve (no harvest)","residue",50,14.579
"SD","reserve (no harvest)","residue",60,14.75
"SD","reserve (no harvest)","residue",70,14.782
"SD","reserve (no harvest)","residue",80,14.724
"SD","reserve (no harvest)","residue",90,14.746
"SD","reserve (no harvest)","residue",100,14.764
"TN","reserve (no harvest)","sawtimber",0,149.397
"TN","reserve (no harvest)","sawtimber",10,185.384
"TN","reserve (no harvest)","sawtimber",20,220.142
"TN","reserve (no harvest)","sawtimber",30,246.257
"TN","reserve (no harvest)","sawtimber",40,264.086
"TN","reserve (no harvest)","sawtimber",50,275.597
"TN","reserve (no harvest)","sawtimber",60,274.782
"TN","reserve (no harvest)","sawtimber",70,263.557
"TN","reserve (no harvest)","sawtimber",80,230.789
"TN","reserve (no harvest)","sawtimber",90,191.619
"TN","reserve (no harvest)","sawtimber",100,161.792
"TN","reserve (no harvest)","pulpwood",0,158.413
"TN","reserve (no harvest)","pulpwood",10,164.632
"TN","reserve (no harvest)","pulpwood",20,166.515
"TN","reserve (no harvest)","pulpwood",30,170.622
"TN","reserve (no harvest)","pulpwood",40,172.959
"TN","reserve (no harvest)","pulpwood",50,170.715
"TN","reserve (no harvest)","pulpwood",60,166.654
"TN","reserve (no harvest)","pulpwood",70,153.119
"TN","reserve (no harvest)","pulpwood",80,133.646
"TN","reserve (no harvest)","pulpwood",90,111.751
"TN","reserve (no harvest)","pulpwood",100,95.188
"TN","reserve (no harvest)","residue",0,260.006
"TN","reserve (no harvest)","residue",10,286.647
"TN","reserve (no harvest)","residue",20,305.967
"TN","reserve (no harvest)","residue",30,320.259
"TN","reserve (no harvest)","residue",40,331.766
"TN","reserve (no harvest)","residue",50,337.924
"TN","reserve (no harvest)","residue",60,333.564
"TN","reserve (no harvest)","residue",70,314.428
"TN","reserve (no harvest)","residue",80,275.873
"TN","reserve (no harvest)","residue",90,230.353
"TN","reserve (no harvest)","residue",100,195.645
"TX","reserve (no harvest)","sawtimber",0,95.665
"TX","reserve (no harvest)","sawtimber",10,121.193
"TX","reserve (no harvest)","sawtimber",20,155.971
"TX","reserve (no harvest)","sawtimber",30,187.753
"TX","reserve (no harvest)","sawtimber",40,213.41
"TX","reserve (no harvest)","sawtimber",50,226.541
"TX","reserve (no harvest)","sawtimber",60,240.218
"TX","reserve (no harvest)","sawtimber",70,248.818
"TX","reserve (no harvest)","sawtimber",80,248.071
"TX","reserve (no harvest)","sawtimber",90,233.543
"TX","reserve (no harvest)","sawtimber",100,218.813
"TX","reserve (no harvest)","pulpwood",0,153.963
"TX","reserve (no harvest)","pulpwood",10,179.046
"TX","reserve (no harvest)","pulpwood",20,192.546
"TX","reserve (no harvest)","pulpwood",30,199.27
"TX","reserve (no harvest)","pulpwood",40,200.28
"TX","reserve (no harvest)","pulpwood",50,198.199
"TX","reserve (no harvest)","pulpwood",60,187.317
"TX","reserve (no harvest)","pulpwood",70,169.777
"TX","reserve (no harvest)","pulpwood",80,153.2
"TX","reserve (no harvest)","pulpwood",90,143.214
"TX","reserve (no harvest)","pulpwood",100,133.504
"TX","reserve (no harvest)","residue",0,263.234
"TX","reserve (no harvest)","residue",10,302.247
"TX","reserve (no harvest)","residue",20,323.965
"TX","reserve (no harvest)","residue",30,334.436
"TX","reserve (no harvest)","residue",40,336.556
"TX","reserve (no harvest)","residue",50,334.662
"TX","reserve (no harvest)","residue",60,321.718
"TX","reserve (no harvest)","residue",70,299.37
"TX","reserve (no harvest)","residue",80,274.993
"TX","reserve (no harvest)","residue",90,253.746
"TX","reserve (no harvest)","residue",100,233.966
"UT","reserve (no harvest)","sawtimber",0,22.893
"UT","reserve (no harvest)","sawtimber",10,24.959
"UT","reserve (no harvest)","sawtimber",20,26.205
"UT","reserve (no harvest)","sawtimber",30,27.44
"UT","reserve (no harvest)","sawtimber",40,27.891
"UT","reserve (no harvest)","sawtimber",50,28.001
"UT","reserve (no harvest)","sawtimber",60,28.594
"UT","reserve (no harvest)","sawtimber",70,28.763
"UT","reserve (no harvest)","sawtimber",80,28.456
"UT","reserve (no harvest)","sawtimber",90,27.876
"UT","reserve (no harvest)","sawtimber",100,27.172
"UT","reserve (no harvest)","pulpwood",0,37.215
"UT","reserve (no harvest)","pulpwood",10,39.192
"UT","reserve (no harvest)","pulpwood",20,41.485
"UT","reserve (no harvest)","pulpwood",30,43.193
"UT","reserve (no harvest)","pulpwood",40,44.39
"UT","reserve (no harvest)","pulpwood",50,44.953
"UT","reserve (no harvest)","pulpwood",60,44.731
"UT","reserve (no harvest)","pulpwood",70,44.366
"UT","reserve (no harvest)","pulpwood",80,43.758
"UT","reserve (no harvest)","pulpwood",90,42.92
"UT","reserve (no harvest)","pulpwood",100,41.872
"UT","reserve (no harvest)","residue",0,125.786
"UT","reserve (no harvest)","residue",10,131.861
"UT","reserve (no harvest)","residue",20,136.977
"UT","reserve (no harvest)","residue",30,140.933
"UT","reserve (no harvest)","residue",40,144.259
"UT","reserve (no harvest)","residue",50,146.572
"UT","reserve (no harvest)","residue",60,147.762
"UT","reserve (no harvest)","residue",70,148.092
"UT","reserve (no harvest)","residue",80,148.262
"UT","reserve (no harvest)","residue",90,148.051
"UT","reserve (no harvest)","residue",100,147.469
"VA","reserve (no harvest)","sawtimber",0,128.394
"VA","reserve (no harvest)","sawtimber",10,151.951
"VA","reserve (no harvest)","sawtimber",20,172.969
"VA","reserve (no harvest)","sawtimber",30,189.19
"VA","reserve (no harvest)","sawtimber",40,201.614
"VA","reserve (no harvest)","sawtimber",50,209.429
"VA","reserve (no harvest)","sawtimber",60,221.213
"VA","reserve (no harvest)","sawtimber",70,227.115
"VA","reserve (no harvest)","sawtimber",80,229.926
"VA","reserve (no harvest)","sawtimber",90,225.071
"VA","reserve (no harvest)","sawtimber",100,219.523
"VA","reserve (no harvest)","pulpwood",0,201.258
"VA","reserve (no harvest)","pulpwood",10,220.952
"VA","reserve (no harvest)","pulpwood",20,237.962
"VA","reserve (no harvest)","pulpwood",30,252.278
"VA","reserve (no harvest)","pulpwood",40,261.94
"VA","reserve (no harvest)","pulpwood",50,263.38
"VA","reserve (no harvest)","pulpwood",60,256.036
"VA","reserve (no harvest)","pulpwood",70,249.398
"VA","reserve (no harvest)","pulpwood",80,242.3
"VA","reserve (no harvest)","pulpwood",90,237.52
"VA","reserve (no harvest)","pulpwood",100,232.165
"VA","reserve (no harvest)","residue",0,296.556
"VA","reserve (no harvest)","residue",10,329.416
"VA","reserve (no harvest)","residue",20,348.133
"VA","reserve (no harvest)","residue",30,358.191
"VA","reserve (no harvest)","residue",40,362.507
"VA","reserve (no harvest)","residue",50,368.815
"VA","reserve (no harvest)","residue",60,369.701
"VA","reserve (no harvest)","residue",70,366.204
"VA","reserve (no harvest)","residue",80,360.952
"VA","reserve (no harvest)","residue",90,354.269
"VA","reserve (no harvest)","residue",100,346.505
"VT","reserve (no harvest)","sawtimber",0,68.263
"VT","reserve (no harvest)","sawtimber",10,81.006
"VT","reserve (no harvest)","sawtimber",20,91.076
"VT","reserve (no harvest)","sawtimber",30,97.66
"VT","reserve (no harvest)","sawtimber",40,97.715
"VT","reserve (no harvest)","sawtimber",50,94.728
"VT","reserve (no harvest)","sawtimber",60,90.633
"VT","reserve (no harvest)","sawtimber",70,86.223
"VT","reserve (no harvest)","sawtimber",80,80.403
"VT","reserve (no harvest)","sawtimber",90,74.416
"VT","reserve (no harvest)","sawtimber",100,68.827
"VT","reserve (no harvest)","pulpwood",0,70.332
"VT","reserve (no harvest)","pulpwood",10,71.722
"VT","reserve (no harvest)","pulpwood",20,73.05
"VT","reserve (no harvest)","pulpwood",30,72.939
"VT","reserve (no harvest)","pulpwood",40,71.827
"VT","reserve (no harvest)","pulpwood",50,69.642
"VT","reserve (no harvest)","pulpwood",60,65.894
"VT","reserve (no harvest)","pulpwood",70,61.422
"VT","reserve (no harvest)","pulpwood",80,57.048
"VT","reserve (no harvest)","pulpwood",90,52.665
"VT","reserve (no harvest)","pulpwood",100,48.611
"VT","reserve (no harvest)","residue",0,117.629
"VT","reserve (no harvest)","residue",10,126.703
"VT","reserve (no harvest)","residue",20,133.789
"VT","reserve (no harvest)","residue",30,136.454
"VT","reserve (no harvest)","residue",40,135.182
"VT","reserve (no harvest)","residue",50,131.535
"VT","reserve (no harvest)","residue",60,125.177
"VT","reserve (no harvest)","residue",70,117.181
"VT","reserve (no harvest)","residue",80,108.752
"VT","reserve (no harvest)","residue",90,100.333
"VT","reserve (no harvest)","residue",100,92.562
"WA","reserve (no harvest)","sawtimber",0,687.862
"WA","reserve (no harvest)","sawtimber",10,756.993
"WA","reserve (no harvest)","sawtimber",20,812.731
"WA","reserve (no harvest)","sawtimber",30,859.502
"WA","reserve (no harvest)","sawtimber",40,892.911
"WA","reserve (no harvest)","sawtimber",50,920.215
"WA","reserve (no harvest)","sawtimber",60,935.009
"WA","reserve (no harvest)","sawtimber",70,942.471
"WA","reserve (no harvest)","sawtimber",80,943.278
"WA","reserve (no harvest)","sawtimber",90,943.226
"WA","reserve (no harvest)","sawtimber",100,942.691
"WA","reserve (no harvest)","pulpwood",0,159.612
"WA","reserve (no harvest)","pulpwood",10,157.712
"WA","reserve (no harvest)","pulpwood",20,160.843
"WA","reserve (no harvest)","pulpwood",30,160.208
"WA","reserve (no harvest)","pulpwood",40,157.935
"WA","reserve (no harvest)","pulpwood",50,152.42
"WA","reserve (no harvest)","pulpwood",60,146.427
"WA","reserve (no harvest)","pulpwood",70,139.493
"WA","reserve (no harvest)","pulpwood",80,137.425
"WA","reserve (no harvest)","pulpwood",90,135.354
"WA","reserve (no harvest)","pulpwood",100,133.318
"WA","reserve (no harvest)","residue",0,405.26
"WA","reserve (no harvest)","residue",10,431.25
"WA","reserve (no harvest)","residue",20,448.296
"WA","reserve (no harvest)","residue",30,459.888
"WA","reserve (no harvest)","residue",40,469.872
"WA","reserve (no harvest)","residue",50,473.922
"WA","reserve (no harvest)","residue",60,474.668
"WA","reserve (no harvest)","residue",70,473.867
"WA","reserve (no harvest)","residue",80,471.154
"WA","reserve (no harvest)","residue",90,468.297
"WA","reserve (no harvest)","residue",100,465.399
"WI","reserve (no harvest)","sawtimber",0,129.061
"WI","reserve (no harvest)","sawtimber",10,154.747
"WI","reserve (no harvest)","sawtimber",20,174.421
"WI","reserve (no harvest)","sawtimber",30,189.366
"WI","reserve (no harvest)","sawtimber",40,199.338
"WI","reserve (no harvest)","sawtimber",50,203.958
"WI","reserve (no harvest)","sawtimber",60,203.301
"WI","reserve (no harvest)","sawtimber",70,199.467
"WI","reserve (no harvest)","sawtimber",80,192.754
"WI","reserve (no harvest)","sawtimber",90,184.046
"WI","reserve (no harvest)","sawtimber",100,174.884
"WI","reserve (no harvest)","pulpwood",0,209.426
"WI","reserve (no harvest)","pulpwood",10,223.922
"WI","reserve (no harvest)","pulpwood",20,235.724
"WI","reserve (no harvest)","pulpwood",30,242.131
"WI","reserve (no harvest)","pulpwood",40,243.26
"WI","reserve (no harvest)","pulpwood",50,241.292
"WI","reserve (no harvest)","pulpwood",60,235.523
"WI","reserve (no harvest)","pulpwood",70,227.633
"WI","reserve (no harvest)","pulpwood",80,218.64
"WI","reserve (no harvest)","pulpwood",90,209.261
"WI","reserve (no harvest)","pulpwood",100,199.369
"WI","reserve (no harvest)","residue",0,325.525
"WI","reserve (no harvest)","residue",10,349.7
"WI","reserve (no harvest)","residue",20,368.265
"WI","reserve (no harvest)","residue",30,377.818
"WI","reserve (no harvest)","residue",40,381.868
"WI","reserve (no harvest)","residue",50,380.378
"WI","reserve (no harvest)","residue",60,372.337
"WI","reserve (no harvest)","residue",70,360.428
"WI","reserve (no harvest)","residue",80,346.374
"WI","reserve (no harvest)","residue",90,331.052
"WI","reserve (no harvest)","residue",100,315.066
"WV","reserve (no harvest)","sawtimber",0,142.916
"WV","reserve (no harvest)","sawtimber",10,159.914
"WV","reserve (no harvest)","sawtimber",20,174.131
"WV","reserve (no harvest)","sawtimber",30,182.933
"WV","reserve (no harvest)","sawtimber",40,187.428
"WV","reserve (no harvest)","sawtimber",50,186.264
"WV","reserve (no harvest)","sawtimber",60,183.076
"WV","reserve (no harvest)","sawtimber",70,177.345
"WV","reserve (no harvest)","sawtimber",80,170.593
"WV","reserve (no harvest)","sawtimber",90,162.31
"WV","reserve (no harvest)","sawtimber",100,152.607
"WV","reserve (no harvest)","pulpwood",0,130.105
"WV","reserve (no harvest)","pulpwood",10,129.974
"WV","reserve (no harvest)","pulpwood",20,127.839
"WV","reserve (no harvest)","pulpwood",30,125.873
"WV","reserve (no harvest)","pulpwood",40,123.29
"WV","reserve (no harvest)","pulpwood",50,121.003
"WV","reserve (no harvest)","pulpwood",60,116.709
"WV","reserve (no harvest)","pulpwood",70,113.182
"WV","reserve (no harvest)","pulpwood",80,109.102
"WV","reserve (no harvest)","pulpwood",90,104.213
"WV","reserve (no harvest)","pulpwood",100,98.483
"WV","reserve (no harvest)","residue",0,220.756
"WV","reserve (no harvest)","residue",10,232.83
"WV","reserve (no harvest)","residue",20,240.811
"WV","reserve (no harvest)","residue",30,245.635
"WV","reserve (no harvest)","residue",40,246.699
"WV","reserve (no harvest)","residue",50,243.577
"WV","reserve (no harvest)","residue",60,238.268
"WV","reserve (no harvest)","residue",70,230.536
"WV","reserve (no harvest)","residue",80,221.539
"WV","reserve (no harvest)","residue",90,210.744
"WV","reserve (no harvest)","residue",100,198.218
"WY","reserve (no harvest)","sawtimber",0,42.27
"WY","reserve (no harvest)","sawtimber",10,45.217
"WY","reserve (no harvest)","sawtimber",20,47.552
"WY","reserve (no harvest)","sawtimber",30,49.237
"WY","reserve (no harvest)","sawtimber",40,50.602
"WY","reserve (no harvest)","sawtimber",50,51.819
"WY","reserve (no harvest)","sawtimber",60,53.469
"WY","reserve (no harvest)","sawtimber",70,55.3
"WY","reserve (no harvest)","sawtimber",80,56.15
"WY","reserve (no harvest)","sawtimber",90,56.579
"WY","reserve (no harvest)","sawtimber",100,56.783
"WY","reserve (no harvest)","pulpwood",0,98.856
"WY","reserve (no harvest)","pulpwood",10,104.94
"WY","reserve (no harvest)","pulpwood",20,111.14
"WY","reserve (no harvest)","pulpwood",30,117.445
"WY","reserve (no harvest)","pulpwood",40,122.259
"WY","reserve (no harvest)","pulpwood",50,125.822
"WY","reserve (no harvest)","pulpwood",60,129.033
"WY","reserve (no harvest)","pulpwood",70,132.043
"WY","reserve (no harvest)","pulpwood",80,134.28
"WY","reserve (no harvest)","pulpwood",90,135.841
"WY","reserve (no harvest)","pulpwood",100,136.86
"WY","reserve (no harvest)","residue",0,112.039
"WY","reserve (no harvest)","residue",10,119.234
"WY","reserve (no harvest)","residue",20,124.564
"WY","reserve (no harvest)","residue",30,128.305
"WY","reserve (no harvest)","residue",40,132.124
"WY","reserve (no harvest)","residue",50,135.76
"WY","reserve (no harvest)","residue",60,137.954
"WY","reserve (no harvest)","residue",70,138.988
"WY","reserve (no harvest)","residue",80,140.621
"WY","reserve (no harvest)","residue",90,142.144
"WY","reserve (no harvest)","residue",100,143.07
"AL","managed (harvest)","sawtimber",0,149.479
"AL","managed (harvest)","sawtimber",10,150.353
"AL","managed (harvest)","sawtimber",20,176.384
"AL","managed (harvest)","sawtimber",30,185.145
"AL","managed (harvest)","sawtimber",40,178.627
"AL","managed (harvest)","sawtimber",50,164.812
"AL","managed (harvest)","sawtimber",60,149.705
"AL","managed (harvest)","sawtimber",70,125.532
"AL","managed (harvest)","sawtimber",80,101.61
"AL","managed (harvest)","sawtimber",90,85.923
"AL","managed (harvest)","sawtimber",100,70.826
"AL","managed (harvest)","pulpwood",0,226.3
"AL","managed (harvest)","pulpwood",10,224.021
"AL","managed (harvest)","pulpwood",20,211.767
"AL","managed (harvest)","pulpwood",30,186.748
"AL","managed (harvest)","pulpwood",40,170.803
"AL","managed (harvest)","pulpwood",50,158.522
"AL","managed (harvest)","pulpwood",60,138.079
"AL","managed (harvest)","pulpwood",70,110.864
"AL","managed (harvest)","pulpwood",80,95.4
"AL","managed (harvest)","pulpwood",90,87.285
"AL","managed (harvest)","pulpwood",100,74.746
"AL","managed (harvest)","residue",0,342.231
"AL","managed (harvest)","residue",10,344.141
"AL","managed (harvest)","residue",20,329.908
"AL","managed (harvest)","residue",30,295.921
"AL","managed (harvest)","residue",40,271.894
"AL","managed (harvest)","residue",50,254.163
"AL","managed (harvest)","residue",60,226.543
"AL","managed (harvest)","residue",70,189.436
"AL","managed (harvest)","residue",80,163.68
"AL","managed (harvest)","residue",90,147.99
"AL","managed (harvest)","residue",100,125.327
"AR","managed (harvest)","sawtimber",0,168.744
"AR","managed (harvest)","sawtimber",10,175.139
"AR","managed (harvest)","sawtimber",20,183.795
"AR","managed (harvest)","sawtimber",30,180.342
"AR","managed (harvest)","sawtimber",40,161.73
"AR","managed (harvest)","sawtimber",50,144.855
"AR","managed (harvest)","sawtimber",60,121.958
"AR","managed (harvest)","sawtimber",70,101.283
"AR","managed (harvest)","sawtimber",80,80.524
"AR","managed (harvest)","sawtimber",90,68.093
"AR","managed (harvest)","sawtimber",100,61.127
"AR","managed (harvest)","pulpwood",0,198.663
"AR","managed (harvest)","pulpwood",10,183.625
"AR","managed (harvest)","pulpwood",20,166.572
"AR","managed (harvest)","pulpwood",30,149.834
"AR","managed (harvest)","pulpwood",40,128.348
"AR","managed (harvest)","pulpwood",50,115.498
"AR","managed (harvest)","pulpwood",60,100.614
"AR","managed (harvest)","pulpwood",70,86.159
"AR","managed (harvest)","pulpwood",80,72.809
"AR","managed (harvest)","pulpwood",90,64.909
"AR","managed (harvest)","pulpwood",100,59.289
"AR","managed (harvest)","residue",0,322.364
"AR","managed (harvest)","residue",10,306.9
"AR","managed (harvest)","residue",20,287.688
"AR","managed (harvest)","residue",30,263.384
"AR","managed (harvest)","residue",40,226.968
"AR","managed (harvest)","residue",50,203.657
"AR","managed (harvest)","residue",60,173.798
"AR","managed (harvest)","residue",70,147.781
"AR","managed (harvest)","residue",80,123.118
"AR","managed (harvest)","residue",90,109.208
"AR","managed (harvest)","residue",100,98.789
"AZ","managed (harvest)","sawtimber",0,27.118
"AZ","managed (harvest)","sawtimber",10,27.857
"AZ","managed (harvest)","sawtimber",20,27.474
"AZ","managed (harvest)","sawtimber",30,26.448
"AZ","managed (harvest)","sawtimber",40,25.197
"AZ","managed (harvest)","sawtimber",50,23.831
"AZ","managed (harvest)","sawtimber",60,22.717
"AZ","managed (harvest)","sawtimber",70,21.29
"AZ","managed (harvest)","sawtimber",80,19.851
"AZ","managed (harvest)","sawtimber",90,18.403
"AZ","managed (harvest)","sawtimber",100,16.947
"AZ","managed (harvest)","pulpwood",0,28.848
"AZ","managed (harvest)","pulpwood",10,28.18
"AZ","managed (harvest)","pulpwood",20,27.589
"AZ","managed (harvest)","pulpwood",30,26.61
"AZ","managed (harvest)","pulpwood",40,25.501
"AZ","managed (harvest)","pulpwood",50,24.196
"AZ","managed (harvest)","pulpwood",60,22.702
"AZ","managed (harvest)","pulpwood",70,21.316
"AZ","managed (harvest)","pulpwood",80,19.89
"AZ","managed (harvest)","pulpwood",90,18.42
"AZ","managed (harvest)","pulpwood",100,17.041
"AZ","managed (harvest)","residue",0,150.469
"AZ","managed (harvest)","residue",10,146.675
"AZ","managed (harvest)","residue",20,142.108
"AZ","managed (harvest)","residue",30,137.331
"AZ","managed (harvest)","residue",40,133.021
"AZ","managed (harvest)","residue",50,127.156
"AZ","managed (harvest)","residue",60,121.538
"AZ","managed (harvest)","residue",70,116.096
"AZ","managed (harvest)","residue",80,110.096
"AZ","managed (harvest)","residue",90,104.303
"AZ","managed (harvest)","residue",100,99.426
"CA","managed (harvest)","sawtimber",0,514.809
"CA","managed (harvest)","sawtimber",10,488.512
"CA","managed (harvest)","sawtimber",20,473.873
"CA","managed (harvest)","sawtimber",30,462.645
"CA","managed (harvest)","sawtimber",40,446.376
"CA","managed (harvest)","sawtimber",50,427.257
"CA","managed (harvest)","sawtimber",60,411.219
"CA","managed (harvest)","sawtimber",70,395.625
"CA","managed (harvest)","sawtimber",80,374.703
"CA","managed (harvest)","sawtimber",90,353.691
"CA","managed (harvest)","sawtimber",100,341.493
"CA","managed (harvest)","pulpwood",0,124.096
"CA","managed (harvest)","pulpwood",10,114.65
"CA","managed (harvest)","pulpwood",20,104.81
"CA","managed (harvest)","pulpwood",30,98.088
"CA","managed (harvest)","pulpwood",40,88.122
"CA","managed (harvest)","pulpwood",50,82.758
"CA","managed (harvest)","pulpwood",60,78.419
"CA","managed (harvest)","pulpwood",70,74.425
"CA","managed (harvest)","pulpwood",80,66.865
"CA","managed (harvest)","pulpwood",90,63.378
"CA","managed (harvest)","pulpwood",100,62.333
"CA","managed (harvest)","residue",0,400.692
"CA","managed (harvest)","residue",10,375.898
"CA","managed (harvest)","residue",20,355.204
"CA","managed (harvest)","residue",30,340.123
"CA","managed (harvest)","residue",40,319.289
"CA","managed (harvest)","residue",50,304.218
"CA","managed (harvest)","residue",60,291.628
"CA","managed (harvest)","residue",70,278.478
"CA","managed (harvest)","residue",80,259.511
"CA","managed (harvest)","residue",90,245.949
"CA","managed (harvest)","residue",100,239.111
"CO","managed (harvest)","sawtimber",0,125.54
"CO","managed (harvest)","sawtimber",10,122.712
"CO","managed (harvest)","sawtimber",20,120.699
"CO","managed (harvest)","sawtimber",30,117.046
"CO","managed (harvest)","sawtimber",40,112.966
"CO","managed (harvest)","sawtimber",50,107.848
"CO","managed (harvest)","sawtimber",60,102.509
"CO","managed (harvest)","sawtimber",70,98.721
"CO","managed (harvest)","sawtimber",80,91.715
"CO","managed (harvest)","sawtimber",90,85.123
"CO","managed (harvest)","sawtimber",100,79.07
"CO","managed (harvest)","pulpwood",0,93.435
"CO","managed (harvest)","pulpwood",10,88.292
"CO","managed (harvest)","pulpwood",20,86.167
"CO","managed (harvest)","pulpwood",30,85.677
"CO","managed (harvest)","pulpwood",40,84.351
"CO","managed (harvest)","pulpwood",50,78.885
"CO","managed (harvest)","pulpwood",60,73.76
"CO","managed (harvest)","pulpwood",70,67.312
"CO","managed (harvest)","pulpwood",80,60.747
"CO","managed (harvest)","pulpwood",90,55.517
"CO","managed (harvest)","pulpwood",100,51.111
"CO","managed (harvest)","residue",0,276.837
"CO","managed (harvest)","residue",10,267.735
"CO","managed (harvest)","residue",20,260.967
"CO","managed (harvest)","residue",30,251.913
"CO","managed (harvest)","residue",40,244.032
"CO","managed (harvest)","residue",50,233.108
"CO","managed (harvest)","residue",60,219.777
"CO","managed (harvest)","residue",70,204.561
"CO","managed (harvest)","residue",80,189.327
"CO","managed (harvest)","residue",90,176.831
"CO","managed (harvest)","residue",100,164.516
"CT","managed (harvest)","sawtimber",0,18.122
