"state","year_offset","agc_Tg","area_Mha"
"FL",50,205.457,5.5251
"FL",60,195.735,5.5251
"FL",70,179.23,5.5251
"FL",80,165.104,5.5251
"FL",90,155.142,5.5251
"FL",100,147.647,5.5251
"GA",0,266.527,6.5126
"GA",10,330.298,6.5126
"GA",20,380.943,6.5126
"GA",30,417.568,6.5126
"GA",40,440.833,6.5126
"GA",50,447.82,6.5126
"GA",60,434.739,6.5126
"GA",70,408.841,6.5126
"GA",80,375.455,6.5126
"GA",90,342.997,6.5126
"GA",100,315.71,6.5126
"IA",0,39.798,0.8344
"IA",10,43.031,0.8344
"IA",20,44.989,0.8344
"IA",30,45.544,0.8344
"IA",40,44.765,0.8344
"IA",50,43.046,0.8344
"IA",60,40.742,0.8344
"IA",70,37.97,0.8344
"IA",80,35.066,0.8344
"IA",90,32.184,0.8344
"IA",100,29.613,0.8344
"ID",0,299.187,6.8156
"ID",10,325.02,6.8156
"ID",20,347.585,6.8156
"ID",30,365.678,6.8156
"ID",40,378.261,6.8156
"ID",50,385.58,6.8156
"ID",60,388.581,6.8156
"ID",70,386.642,6.8156
"ID",80,381.76,6.8156
"ID",90,373.935,6.8156
"ID",100,363.015,6.8156
"IL",0,82.199,1.5479
"IL",10,88.727,1.5479
"IL",20,92.166,1.5479
"IL",30,92.067,1.5479
"IL",40,88.383,1.5479
"IL",50,84.078,1.5479
"IL",60,79.487,1.5479
"IL",70,74.97,1.5479
"IL",80,70.448,1.5479
"IL",90,66.286,1.5479
"IL",100,62.5,1.5479
"IN",0,110.811,1.8174
"IN",10,119.859,1.8174
"IN",20,126.616,1.8174
"IN",30,131.824,1.8174
"IN",40,134.489,1.8174
"IN",50,133.518,1.8174
"IN",60,129.119,1.8174
"IN",70,122.932,1.8174
"IN",80,116.093,1.8174
"IN",90,108.964,1.8174
"IN",100,102.105,1.8174
"KS",0,10.974,0.3448
"KS",10,11.518,0.3448
"KS",20,11.846,0.3448
"KS",30,12.059,0.3448
"KS",40,12.163,0.3448
"KS",50,12.159,0.3448
"KS",60,11.875,0.3448
"KS",70,11.08,0.3448
"KS",80,10.249,0.3448
"KS",90,9.306,0.3448
"KS",100,8.365,0.3448
"KY",0,265.042,4.3237
"KY",10,291.658,4.3237
"KY",20,307.777,4.3237
"KY",30,311.195,4.3237
"KY",40,303.402,4.3237
"KY",50,290.017,4.3237
"KY",60,274.477,4.3237
"KY",70,258.499,4.3237
"KY",80,243.231,4.3237
"KY",90,229.138,4.3237
"KY",100,216.218,4.3237
"LA",0,217.564,4.7842
"LA",10,262.873,4.7842
"LA",20,300.525,4.7842
"LA",30,329.71,4.7842
"LA",40,350.063,4.7842
"LA",50,361.095,4.7842
"LA",60,362.412,4.7842
"LA",70,356.405,4.7842
"LA",80,343.614,4.7842
"LA",90,322.279,4.7842
"LA",100,300.593,4.7842
"MA",0,52.864,0.8231
"MA",10,56.684,0.8231
"MA",20,59.437,0.8231
"MA",30,61.121,0.8231
"MA",40,62.118,0.8231
"MA",50,62.636,0.8231
"MA",60,62.834,0.8231
"MA",70,62.609,0.8231
"MA",80,62.001,0.8231
"MA",90,61.125,0.8231
"MA",100,59.935,0.8231
"MD",0,44.108,0.6695
"MD",10,47.109,0.6695
"MD",20,48.918,0.6695
"MD",30,49.837,0.6695
"MD",40,50.026,0.6695
"MD",50,49.238,0.6695
"MD",60,46.843,0.6695
"MD",70,42.784,0.6695
"MD",80,39.505,0.6695
"MD",90,36.773,0.6695
"MD",100,34.467,0.6695
"ME",0,271.884,6.6967
"ME",10,296.959,6.6967
"ME",20,314.828,6.6967
"ME",30,328.334,6.6967
"ME",40,338.578,6.6967
"ME",50,345.742,6.6967
"ME",60,350.234,6.6967
"ME",70,353.564,6.6967
"ME",80,355.681,6.6967
"ME",90,356.991,6.6967
"ME",100,357.349,6.6967
"MI",0,327.261,7.4562
"MI",10,357.964,7.4562
"MI",20,381.343,7.4562
"MI",30,397.485,7.4562
"MI",40,407.106,7.4562
"MI",50,411.072,7.4562
"MI",60,410.778,7.4562
"MI",70,406.611,7.4562
"MI",80,398.229,7.4562
"MI",90,387.337,7.4562
"MI",100,374.265,7.4562
"MN",0,220.244,7.0989
"MN",10,242.769,7.0989
"MN",20,261.187,7.0989
"MN",30,273.649,7.0989
"MN",40,281.57,7.0989
"MN",50,285.639,7.0989
"MN",60,285.818,7.0989
"MN",70,283.241,7.0989
"MN",80,278.71,7.0989
"MN",90,272.455,7.0989
"MN",100,264.318,7.0989
"MO",0,350.802,6.77
"MO",10,372.634,6.77
"MO",20,388.818,6.77
"MO",30,399.751,6.77
"MO",40,406.066,6.77
"MO",50,408.288,6.77
"MO",60,407.126,6.77
"MO",70,403.301,6.77
"MO",80,398.002,6.77
"MO",90,391.724,6.77
"MO",100,384.829,6.77
"MS",0,285.933,6.285
"MS",10,360.552,6.285
"MS",20,417.615,6.285
"MS",30,459.115,6.285
"MS",40,488.564,6.285
"MS",50,505.241,6.285
"MS",60,509.029,6.285
"MS",70,501.851,6.285
"MS",80,487.782,6.285
"MS",90,471.183,6.285
"MS",100,454.43,6.285
"MT",0,343.303,9.0457
"MT",10,363.159,9.0457
"MT",20,379.998,9.0457
"MT",30,393.694,9.0457
"MT",40,404.521,9.0457
"MT",50,412.576,9.0457
"MT",60,417.692,9.0457
"MT",70,420.12,9.0457
"MT",80,420.408,9.0457
"MT",90,418.664,9.0457
"MT",100,415.507,9.0457
"NC",0,288.446,5.826
"NC",10,342.953,5.826
"NC",20,388.272,5.826
"NC",30,422.949,5.826
"NC",40,448.226,5.826
"NC",50,465.317,5.826
"NC",60,472.736,5.826
"NC",70,471.975,5.826
"NC",80,464.207,5.826
"NC",90,449.727,5.826
"NC",100,429.141,5.826
"ND",0,5.624,0.2935
"ND",10,6.204,0.2935
"ND",20,6.722,0.2935
"ND",30,7.182,0.2935
"ND",40,7.589,0.2935
"ND",50,7.921,0.2935
"ND",60,8.116,0.2935
"ND",70,8.118,0.2935
"ND",80,8.002,0.2935
"ND",90,7.851,0.2935
"ND",100,7.682,0.2935
"NE",0,10.24,0.4255
"NE",10,10.755,0.4255
"NE",20,10.968,0.4255
"NE",30,11.013,0.4255
"NE",40,10.738,0.4255
"NE",50,10.534,0.4255
"NE",60,10.38,0.4255
"NE",70,10.079,0.4255
"NE",80,9.871,0.4255
"NE",90,9.713,0.4255
"NE",100,9.605,0.4255
"NH",0,111.713,1.9184
"NH",10,121.195,1.9184
"NH",20,128.516,1.9184
"NH",30,133.696,1.9184
"NH",40,136.201,1.9184
"NH",50,136.511,1.9184
"NH",60,134.312,1.9184
"NH",70,130.593,1.9184
"NH",80,125.93,1.9184
"NH",90,120.797,1.9184
"NH",100,115.655,1.9184
"NJ",0,41.424,0.7759
"NJ",10,44.109,0.7759
"NJ",20,45.957,0.7759
"NJ",30,46.739,0.7759
"NJ",40,47.177,0.7759
"NJ",50,46.504,0.7759
"NJ",60,45.624,0.7759
"NJ",70,44.444,0.7759
"NJ",80,42.825,0.7759
"NJ",90,40.938,0.7759
"NJ",100,38.985,0.7759
"NM",0,117.08,6.8649
"NM",10,123.292,6.8649
"NM",20,128.495,6.8649
"NM",30,132.442,6.8649
"NM",40,135.709,6.8649
"NM",50,138.105,6.8649
"NM",60,139.66,6.8649
"NM",70,140.543,6.8649
"NM",80,140.538,6.8649
"NM",90,139.554,6.8649
"NM",100,138.277,6.8649
"NV",0,35.75,3.5892
"NV",10,37.436,3.5892
"NV",20,38.951,3.5892
"NV",30,40.283,3.5892
"NV",40,41.435,3.5892
"NV",50,42.398,3.5892
"NV",60,43.092,3.5892
"NV",70,43.597,3.5892
"NV",80,43.945,3.5892
"NV",90,44.196,3.5892
"NV",100,44.367,3.5892
"NY",0,340.826,5.856
"NY",10,369.905,5.856
"NY",20,391.753,5.856
"NY",30,406.459,5.856
"NY",40,416.313,5.856
"NY",50,422.04,5.856
"NY",60,424.089,5.856
"NY",70,423.317,5.856
"NY",80,420.862,5.856
"NY",90,417.145,5.856
"NY",100,412.812,5.856
"OH",0,159.121,2.9268
"OH",10,181.476,2.9268
"OH",20,201.141,2.9268
"OH",30,216.79,2.9268
"OH",40,229.55,2.9268
"OH",50,237.085,2.9268
"OH",60,241.749,2.9268
"OH",70,241.46,2.9268
"OH",80,233.403,2.9268
"OH",90,221.312,2.9268
"OH",100,211.032,2.9268
"OK",0,108.113,3.4058
"OK",10,121.1,3.4058
"OK",20,129.739,3.4058
"OK",30,132.979,3.4058
"OK",40,132.051,3.4058
"OK",50,128.81,3.4058
"OK",60,124.971,3.4058
"OK",70,120.463,3.4058
"OK",80,115.941,3.4058
"OK",90,111.386,3.4058
"OK",100,106.973,3.4058
"OR",0,836.686,10.5466
"OR",10,888.588,10.5466
"OR",20,932.319,10.5466
"OR",30,968.461,10.5466
"OR",40,998.35,10.5466
"OR",50,1022.698,10.5466
"OR",60,1042.139,10.5466
"OR",70,1057.769,10.5466
"OR",80,1069.716,10.5466
"OR",90,1078.51,10.5466
"OR",100,1084.306,10.5466
"PA",0,432.458,6.3815
"PA",10,464.805,6.3815
"PA",20,488.091,6.3815
"PA",30,501.393,6.3815
"PA",40,507.705,6.3815
"PA",50,504.755,6.3815
"PA",60,497.257,6.3815
"PA",70,486.333,6.3815
"PA",80,473.868,6.3815
"PA",90,460.391,6.3815
"PA",100,448.891,6.3815
"RI",0,12.255,0.0862
"RI",10,13.371,0.0862
"RI",20,13.794,0.0862
"RI",30,13.833,0.0862
"RI",40,13.013,0.0862
"RI",50,11.782,0.0862
"RI",60,10.56,0.0862
"RI",70,9.163,0.0862
"RI",80,7.902,0.0862
"RI",90,6.782,0.0862
"RI",100,5.798,0.0862
"SC",0,183.401,4.3985
"SC",10,213.452,4.3985
"SC",20,228.516,4.3985
"SC",30,233.494,4.3985
"SC",40,232.441,4.3985
"SC",50,226.594,4.3985
"SC",60,216.293,4.3985
"SC",70,205.212,4.3985
"SC",80,195.119,4.3985
"SC",90,186.442,4.3985
"SC",100,178.943,4.3985
"SD",0,13.156,0.5348
"SD",10,13.873,0.5348
"SD",20,14.389,0.5348
"SD",30,14.78,0.5348
"SD",40,15.061,0.5348
"SD",50,15.294,0.5348
"SD",60,15.472,0.5348
"SD",70,15.575,0.5348
"SD",80,15.644,0.5348
"SD",90,15.696,0.5348
"SD",100,15.752,0.5348
"TN",0,273.878,4.1389
"TN",10,307.932,4.1389
"TN",20,335.936,4.1389
"TN",30,358.686,4.1389
"TN",40,375.711,4.1389
"TN",50,384.576,4.1389
"TN",60,382.324,4.1389
"TN",70,363.9,4.1389
"TN",80,324.948,4.1389
"TN",90,277.321,4.1389
"TN",100,239.497,4.1389
"TX",0,247.43,8.1372
"TX",10,290.138,8.1372
"TX",20,323.328,8.1372
"TX",30,346.905,8.1372
"TX",40,360.968,8.1372
"TX",50,365.449,8.1372
"TX",60,361.209,8.1372
"TX",70,347.127,8.1372
"TX",80,328.212,8.1372
"TX",90,307.348,8.1372
"TX",100,287.083,8.1372
"UT",0,89.586,5.0243
"UT",10,94.465,5.0243
"UT",20,98.629,5.0243
"UT",30,101.941,5.0243
"UT",40,104.318,5.0243
"UT",50,105.723,5.0243
"UT",60,106.437,5.0243
"UT",70,106.454,5.0243
"UT",80,106.044,5.0243
"UT",90,105.2,5.0243
"UT",100,104.009,5.0243
"VA",0,305.074,5.0831
"VA",10,343.336,5.0831
"VA",20,374.396,5.0831
"VA",30,398.296,5.0831
"VA",40,414.928,5.0831
"VA",50,425.365,5.0831
"VA",60,429.711,5.0831
"VA",70,429.586,5.0831
"VA",80,424.804,5.0831
"VA",90,415.907,5.0831
"VA",100,404.5,5.0831
"VT",0,124.82,2.0032
"VT",10,138.328,2.0032
"VT",20,149.496,2.0032
"VT",30,156.601,2.0032
"VT",40,159.171,2.0032
"VT",50,158.781,2.0032
"VT",60,155.566,2.0032
"VT",70,150.47,2.0032
"VT",80,143.889,2.0032
"VT",90,136.711,2.0032
"VT",100,129.658,2.0032
"WA",0,631.334,7.0102
"WA",10,679.045,7.0102
"WA",20,718.611,7.0102
"WA",30,748.738,7.0102
"WA",40,770.388,7.0102
"WA",50,784.168,7.0102
"WA",60,789.677,7.0102
"WA",70,789.985,7.0102
"WA",80,788.183,7.0102
"WA",90,785.689,7.0102
"WA",100,782.814,7.0102
"WI",0,322.69,7.6028
"WI",10,353.549,7.6028
"WI",20,377.239,7.6028
"WI",30,391.575,7.6028
"WI",40,398.291,7.6028
"WI",50,398.322,7.6028
"WI",60,390.926,7.6028
"WI",70,379.28,7.6028
"WI",80,364.888,7.6028
"WI",90,348.841,7.6028
"WI",100,332.121,7.6028
"WV",0,236.073,3.221
"WV",10,249.963,3.221
"WV",20,259.72,3.221
"WV",30,265.576,3.221
"WV",40,267.283,3.221
"WV",50,264.407,3.221
"WV",60,258.506,3.221
"WV",70,250.567,3.221
"WV",80,241.131,3.221
"WV",90,229.632,3.221
"WV",100,216.159,3.221
"WY",0,125.612,4.3216
"WY",10,133.657,4.3216
"WY",20,140.506,4.3216
"WY",30,146.269,4.3216
"WY",40,151.145,4.3216
"WY",50,155.22,4.3216
"WY",60,158.627,4.3216
"WY",70,161.46,4.3216
"WY",80,163.738,4.3216
"WY",90,165.433,4.3216
"WY",100,166.469,4.3216
