level,key,n_plots,cspi_mean,cspi_sd,cspi_scalar
state_prov,36|5.3.3,363,62.50631,1.07733,1.10911
state_prov,36|8.1.1,2303,59.38391,3.35305,1.05370
state_prov,36|8.1.10,231,63.09848,1.59536,1.11961
state_prov,36|8.1.3,3477,60.90442,2.36183,1.08068
state_prov,36|8.1.7,552,64.21401,2.37322,1.13941
state_prov,36|8.3.1,9,62.14379,3.16432,1.10267
state_prov,36|8.4.1,189,63.07652,1.37777,1.11922
state_prov,36|8.5.4,78,65.83012,2.76166,1.16808
state_prov,37|8.3.4,9008,58.40808,3.09551,1.03639
state_prov,37|8.3.5,5571,56.97852,2.34671,1.01102
state_prov,37|8.4.4,3817,62.15290,2.83437,1.10284
state_prov,37|8.5.1,9003,59.68283,2.19392,1.05901
state_prov,38|9.2.1,377,44.04825,1.88655,0.78159
state_prov,38|9.2.2,148,46.97929,2.47354,0.83360
state_prov,38|9.3.1,27,42.74642,1.28508,0.75849
state_prov,38|9.3.3,323,41.69433,1.18562,0.73982
state_prov,39|0.0.0,5,58.82301,6.45682,1.04375
state_prov,39|8.1.1,37,65.18151,3.61899,1.15657
state_prov,39|8.1.10,901,64.19142,2.03179,1.13901
state_prov,39|8.2.2,141,61.65690,1.91464,1.09403
state_prov,39|8.2.4,778,62.66994,2.10387,1.11201
state_prov,39|8.3.3,103,60.23435,1.55192,1.06879
state_prov,39|8.4.3,2699,61.58756,1.70048,1.09280
state_prov,4|10.1.6,243,40.73696,2.49100,0.72283
state_prov,4|10.1.7,3220,40.53262,3.29470,0.71921
state_prov,4|10.2.1,142,40.62810,2.54052,0.72090
state_prov,4|10.2.2,317,38.38610,2.09755,0.68112
state_prov,4|10.2.4,5,38.22704,0.45296,0.67830
state_prov,4|12.1.1,1460,40.99490,3.69281,0.72741
state_prov,4|13.1.1,6133,48.36681,5.31931,0.85822
state_prov,40|8.3.7,687,53.17725,2.78942,0.94357
state_prov,40|8.3.8,22,51.47372,2.26657,0.91335
state_prov,40|8.4.5,760,52.54390,1.68461,0.93233
state_prov,40|8.4.6,329,50.87845,0.84959,0.90278
state_prov,40|8.4.7,1187,50.71110,1.79010,0.89981
state_prov,40|8.4.8,2485,53.51974,2.05116,0.94965
state_prov,40|9.2.4,269,51.51460,2.61169,0.91407
state_prov,40|9.4.2,496,45.23870,3.65171,0.80271
state_prov,40|9.4.3,39,39.50645,0.64619,0.70100
state_prov,40|9.4.4,35,51.56693,2.13637,0.91500
state_prov,40|9.4.5,1019,48.94431,1.80813,0.86846
state_prov,41|10.1.2,62,50.48063,7.30898,0.89572
state_prov,41|10.1.3,308,36.19393,4.90548,0.64222
state_prov,41|6.2.11,1950,63.83598,6.26520,1.13270
state_prov,41|6.2.7,5196,68.34200,5.01128,1.21265
state_prov,41|6.2.8,4075,52.41703,5.15748,0.93008
state_prov,41|6.2.9,6232,51.68590,6.25125,0.91711
state_prov,41|7.1.8,3301,72.05841,2.66192,1.27860
state_prov,41|7.1.9,501,71.83473,2.74597,1.27463
state_prov,42|5.3.1,27,63.56015,1.54532,1.12781
state_prov,42|5.3.3,4193,62.11580,1.60287,1.10218
state_prov,42|8.1.1,8,62.52085,4.61537,1.10936
state_prov,42|8.1.10,482,63.64145,1.63927,1.12925
state_prov,42|8.1.3,1052,60.96826,2.34055,1.08182
state_prov,42|8.3.1,322,63.01490,1.88449,1.11813
state_prov,42|8.4.1,2565,62.15036,1.68873,1.10279
state_prov,42|8.4.2,1061,63.11049,1.95217,1.11983
state_prov,42|8.4.3,1157,62.85200,1.83142,1.11524
state_prov,42|8.4.4,81,63.72132,0.82603,1.13067
state_prov,42|8.5.1,7,65.00069,2.12813,1.15337
state_prov,42|8.5.4,10,66.04120,1.11317,1.17183
state_prov,44|8.1.7,407,65.04802,2.52317,1.15421
state_prov,45|8.3.4,8690,55.15142,3.22165,0.97860
state_prov,45|8.3.5,8431,56.61628,2.39739,1.00459
state_prov,45|8.4.4,336,59.98556,2.29113,1.06438
state_prov,45|8.5.1,9098,60.43196,2.17926,1.07230
state_prov,45|8.5.3,1400,63.58293,3.53085,1.12821
state_prov,46|6.2.10,1331,44.48683,2.04309,0.78937
state_prov,46|9.2.1,87,53.21372,3.49595,0.94422
state_prov,46|9.2.3,25,56.95018,1.22747,1.01052
state_prov,46|9.3.1,104,53.52796,3.79978,0.94980
state_prov,46|9.3.3,298,43.48665,3.09310,0.77162
state_prov,46|9.4.1,136,41.08010,0.90382,0.72892
state_prov,47|8.3.3,4681,56.45683,2.13540,1.00176
state_prov,47|8.3.5,1801,55.14719,1.45797,0.97853
state_prov,47|8.3.6,662,53.86398,1.84031,0.95576
state_prov,47|8.4.1,2117,58.80398,1.69948,1.04341
state_prov,47|8.4.2,417,61.80656,1.20276,1.09669
state_prov,47|8.4.4,1651,59.75611,3.27281,1.06031
state_prov,47|8.4.9,2299,59.65717,1.37612,1.05855
state_prov,47|8.5.2,120,55.04455,1.92181,0.97671
state_prov,48|10.2.4,921,37.63786,1.44222,0.66784
state_prov,48|13.1.1,4,39.43328,2.83274,0.69970
state_prov,48|8.3.7,13680,58.57754,3.61995,1.03939
state_prov,48|8.3.8,2089,50.48735,3.63245,0.89584
state_prov,48|9.4.1,613,37.50045,1.45292,0.66540
state_prov,48|9.4.2,976,41.86825,1.57608,0.74291
state_prov,48|9.4.3,1175,38.63848,0.97756,0.68560
state_prov,48|9.4.5,1081,46.01506,2.02266,0.81649
state_prov,48|9.4.6,2393,42.25241,3.38003,0.74972
state_prov,48|9.4.7,425,49.55111,3.71462,0.87923
state_prov,48|9.5.1,752,54.67247,7.51125,0.97010
state_prov,48|9.6.1,1135,42.02682,1.85268,0.74572
state_prov,49|10.1.3,90,41.38061,3.39820,0.73425
state_prov,49|10.1.4,26,41.37957,1.19000,0.73424
state_prov,49|10.1.5,1624,43.27332,3.39802,0.76784
state_prov,49|10.1.6,3574,41.65307,2.91859,0.73909
state_prov,49|10.2.1,17,41.04873,1.00954,0.72836
state_prov,49|6.2.13,3918,46.76279,3.75408,0.82975
state_prov,49|6.2.14,103,49.64719,2.46891,0.88094
state_prov,5|8.3.6,210,55.15531,1.99120,0.97867
state_prov,5|8.3.7,7891,54.49090,2.14091,0.96688
state_prov,5|8.4.5,3291,54.23818,1.93810,0.96240
state_prov,5|8.4.6,3050,54.08861,1.94138,0.95974
state_prov,5|8.4.7,2415,53.75013,2.27149,0.95374
state_prov,5|8.4.8,4121,54.21363,2.38915,0.96196
state_prov,5|8.5.2,2403,55.05078,2.10941,0.97682
state_prov,50|5.3.1,4255,55.12149,3.15663,0.97807
state_prov,50|8.1.1,124,58.43714,3.25873,1.03690
state_prov,50|8.1.7,32,60.44942,1.53767,1.07261
state_prov,51|8.3.1,1213,60.70195,1.50003,1.07709
state_prov,51|8.3.4,8688,59.14709,1.83890,1.04950
state_prov,51|8.3.5,4315,59.21563,1.80825,1.05072
state_prov,51|8.4.1,4897,61.49815,1.98570,1.09122
state_prov,51|8.4.2,873,63.67165,1.46834,1.12978
state_prov,51|8.4.4,1939,62.04019,1.97845,1.10084
state_prov,51|8.5.1,1581,60.24214,2.50925,1.06893
state_prov,53|10.1.2,258,50.13462,3.47376,0.88958
state_prov,53|6.2.3,2463,53.90612,2.62701,0.95651
state_prov,53|6.2.5,3185,58.46304,7.16245,1.03736
state_prov,53|6.2.7,2296,67.13258,3.76451,1.19119
state_prov,53|6.2.8,838,58.10876,4.75895,1.03108
state_prov,53|6.2.9,202,57.58401,2.76659,1.02177
state_prov,53|7.1.7,807,69.56454,2.50877,1.23435
state_prov,53|7.1.8,1729,71.33250,2.29293,1.26572
state_prov,53|7.1.9,35,70.55095,2.01595,1.25185
state_prov,54|8.3.1,7,61.21621,0.64266,1.08621
state_prov,54|8.4.1,2086,62.76466,2.20967,1.11369
state_prov,54|8.4.2,3085,63.85831,1.93920,1.13310
state_prov,54|8.4.3,2190,61.54784,1.88764,1.09210
state_prov,54|8.4.4,5,62.38609,0.98666,1.10697
state_prov,55|0.0.0,229,53.03891,3.80457,0.94112
state_prov,55|5.2.1,19209,49.49256,2.78802,0.87819
state_prov,55|8.1.4,8995,55.52247,3.70471,0.98519
state_prov,55|8.1.5,4483,62.76114,2.32622,1.11363
state_prov,55|8.2.1,1666,61.01433,3.70832,1.08263
state_prov,55|8.2.3,17,64.92786,1.22060,1.15207
state_prov,55|9.2.3,116,60.84790,1.51128,1.07968
state_prov,56|10.1.4,526,41.78274,2.84287,0.74139
state_prov,56|10.1.8,5,52.75523,0.55475,0.93608
state_prov,56|6.2.10,2830,45.52958,2.80903,0.80787
state_prov,56|6.2.13,30,45.40855,1.17330,0.80573
state_prov,56|6.2.14,558,45.91642,1.94017,0.81474
state_prov,56|9.3.3,183,42.91709,1.67061,0.76152
state_prov,56|9.4.1,39,41.96882,1.12135,0.74469
state_prov,6|10.1.3,71,40.52206,4.82902,0.71902
state_prov,6|10.1.5,317,38.64886,6.97911,0.68578
state_prov,6|10.2.1,166,37.53861,3.27922,0.66608
state_prov,6|10.2.2,34,36.53134,2.59700,0.64821
state_prov,6|11.1.1,1818,54.51258,8.51385,0.96727
state_prov,6|11.1.2,61,49.99892,3.20654,0.88718
state_prov,6|11.1.3,341,46.84306,5.03700,0.83118
state_prov,6|6.2.11,2243,60.43232,7.38441,1.07231
state_prov,6|6.2.12,3516,60.55128,6.64709,1.07442
state_prov,6|6.2.7,118,59.69147,4.31274,1.05916
state_prov,6|6.2.8,1194,49.52090,7.42878,0.87869
state_prov,6|7.1.8,1078,76.07270,4.75229,1.34983
state_prov,8|10.1.4,85,42.29825,2.55867,0.75054
state_prov,8|10.1.6,1768,44.54356,2.63671,0.79038
state_prov,8|10.1.7,33,42.53343,2.24849,0.75471
state_prov,8|6.2.14,6781,47.73287,3.14483,0.84697
state_prov,8|9.4.1,15,43.05302,2.51467,0.76393
state_prov,8|9.4.3,336,43.59985,2.86780,0.77363
state_prov,9|5.3.1,192,63.39530,1.56119,1.12488
state_prov,9|8.1.7,1003,64.33541,1.96515,1.14156
state,1,26957,57.47963,2.19722,1.01991
state,10,427,62.06960,1.80225,1.10136
state,12,26431,59.36544,4.63817,1.05338
state,13,44671,58.06062,3.57712,1.03022
state,16,9703,52.40713,6.37376,0.92991
state,17,5114,62.40061,2.78185,1.10723
state,18,6256,62.74073,1.95906,1.11327
state,19,2105,64.98213,2.39542,1.15304
state,20,3324,57.26828,3.22960,1.01616
state,21,7646,59.03659,2.38433,1.04754
state,22,14587,57.43323,2.81900,1.01909
state,23,17637,50.64564,4.45552,0.89865
state,24,1609,62.73634,2.80007,1.11319
state,25,2182,61.59953,2.27047,1.09302
state,26,43243,50.69354,5.59836,0.89950
state,27,49761,46.20490,5.01353,0.81986
state,28,20496,58.10097,2.77582,1.03094
state,29,16334,59.61667,2.00031,1.05783
state,30,11264,49.14215,4.19630,0.87197
state,31,1286,51.31216,7.85909,0.91048
state,32,5005,39.28171,4.17293,0.69701
state,33,4667,55.77442,4.23817,0.98966
state,34,1821,62.10520,2.36716,1.10199
state,35,9702,45.05095,4.30697,0.79938
state,36,12322,59.12261,4.20842,1.04907
state,37,27399,59.05798,3.07424,1.04792
state,38,875,43.63491,2.55167,0.77425
state,39,4664,62.26889,2.16784,1.10489
state,4,11520,44.70738,5.96303,0.79328
state,40,7328,51.45249,3.29344,0.91297
state,41,21625,60.27388,10.49265,1.06949
state,42,10965,62.30232,1.88694,1.10549
state,44,407,65.04802,2.52317,1.15421
state,45,27955,57.79213,3.71239,1.02546
state,46,1981,45.11769,3.96807,0.80056
state,47,13748,57.60317,2.84683,1.02211
state,48,25244,51.95722,8.69938,0.92192
state,49,9352,44.15870,4.14323,0.78355
state,5,23381,54.34098,2.17073,0.96422
state,50,4411,55.25335,3.22836,0.98041
state,51,23506,60.21005,2.30042,1.06836
state,53,11813,61.65373,8.03865,1.09398
state,54,7373,62.85911,2.22415,1.11537
state,55,34715,53.39027,5.76930,0.94735
state,56,4171,44.96870,2.99560,0.79792
state,6,10957,58.16879,10.88465,1.03214
state,8,9018,46.87557,3.39157,0.83176
state,9,1195,64.18436,1.93649,1.13888
conus,CONUS,638153,54.98251,7.35235,1.00000
